RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
1297,XGBoostPoisson,23112,PARISIENNE CURIO CABINET,2011-12-05/2011-12-11,0.98614955,15.748098,15.52998,15.748098,17.066141,19.0,14.25,0.0
1298,XGBoostPoisson,22721,SET OF 3 CAKE TINS SKETCHBOOK,2011-12-05/2011-12-11,0.9736842,18.02666,17.552275,18.02666,17.062244,29.0,17.0,0.0
1299,XGBoostPoisson,21211,SET OF 72 SKULL PAPER  DOILIES,2011-12-05/2011-12-11,0.8913738,16.317835,14.545291,16.317835,17.048,12.0,8.0,0.0
1300,XGBoostPoisson,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,2011-12-05/2011-12-11,0.8301887,14.063657,11.675488,14.063657,17.041737,36.0,12.75,0.0
1301,XGBoostPoisson,22840,ROUND CAKE TIN VINTAGE RED,2011-12-05/2011-12-11,0.9736842,17.388477,16.930885,17.388477,16.949047,14.0,16.25,0.0
1302,XGBoostPoisson,84926F,PSYCHEDELIC TILE COASTER,2011-12-05/2011-12-11,0.6600496,13.641514,9.004076,13.641514,16.906767,27.0,15.5,0.0
1303,XGBoostPoisson,20733,GOLD MINI TAPE MEASURE ,2011-12-05/2011-12-11,0.96313363,19.835802,19.104528,19.835802,16.903635,12.0,16.25,0.0
1304,XGBoostPoisson,21306,SET/4 DAISY MIRROR MAGNETS,2011-12-05/2011-12-11,0.8913738,15.774132,14.060648,15.774132,16.876837,5.0,20.75,0.0
1305,XGBoostPoisson,22679,FRENCH BLUE METAL DOOR SIGN 4,2011-12-05/2011-12-11,0.9705305,17.825108,17.29981,17.825108,16.875923,18.0,16.75,0.0
1306,XGBoostPoisson,22255,FELT TOADSTOOL  SMALL,2011-12-05/2011-12-11,0.83053434,13.747972,11.418162,13.747972,16.843536,12.0,28.0,0.0
1307,XGBoostPoisson,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2011-12-05/2011-12-11,0.604,28.989,17.509356,28.989,16.808153,0.0,12.0,1.0
1308,XGBoostPoisson,47599A,PINK PARTY BAGS,2011-12-05/2011-12-11,0.8913738,12.79821,11.4079895,12.79821,16.798592,12.0,5.75,0.0
1309,XGBoostPoisson,21828,EIGHT PIECE SNAKE  SET,2011-12-05/2011-12-11,0.9631336,18.025263,17.360735,18.025263,16.785019,18.0,18.0,0.0
1310,XGBoostPoisson,85131B,BEADED CRYSTAL HEART GREEN ON STICK,2011-12-05/2011-12-11,0.9695238,18.073122,17.522322,18.073122,16.777693,14.0,23.5,0.0
1311,XGBoostPoisson,22681,FRENCH BLUE METAL DOOR SIGN 6,2011-12-05/2011-12-11,0.9695237,16.687218,16.178654,16.687218,16.731045,11.0,21.25,0.0
1312,XGBoostPoisson,21774,DECORATIVE CATS BATHROOM BOTTLE,2011-12-05/2011-12-11,0.95264125,13.11728,12.496062,13.11728,16.730558,7.0,12.5,0.0
1313,XGBoostPoisson,22360,GLASS JAR ENGLISH CONFECTIONERY,2011-12-05/2011-12-11,0.96313363,18.300777,17.626095,18.300777,16.661495,11.0,13.25,0.0
1314,XGBoostPoisson,23402,HOME SWEET HOME 3 PEG HANGER ,2011-12-05/2011-12-11,0.9849624,15.508572,15.27536,15.508572,16.636074,19.0,12.75,0.0
1315,XGBoostPoisson,22582,PACK OF 6 SWEETIE GIFT BOXES,2011-12-05/2011-12-11,0.96296304,15.602203,15.024345,15.602203,16.619286,19.0,8.75,0.0
1316,XGBoostPoisson,22453,MEASURING TAPE BABUSHKA BLUE,2011-12-05/2011-12-11,0.87458754,15.608994,13.651431,15.608994,16.619146,29.0,12.25,0.0
1317,XGBoostPoisson,22287,"DECORATION , WOBBLY CHICKEN, METAL ",2011-12-05/2011-12-11,0.7718191,21.45312,16.557928,21.45312,16.611715,3.0,13.75,0.0
1318,XGBoostPoisson,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,2011-12-05/2011-12-11,0.9526411,19.589546,18.661808,19.589546,16.575453,10.0,19.25,0.0
1319,XGBoostPoisson,22575,METAL MERRY CHRISTMAS WREATH,2011-12-05/2011-12-11,0.6134454,19.429796,11.919119,19.429796,16.558125,0.0,28.75,1.0
1320,XGBoostPoisson,20839,FRENCH PAISLEY CUSHION COVER ,2011-12-05/2011-12-11,0.95264125,16.643343,15.855135,16.643343,16.545,8.0,13.25,0.0
1321,XGBoostPoisson,22051,BLUE SCANDINAVIAN PAISLEY WRAP,2011-12-05/2011-12-11,0.5555556,28.462055,15.812254,28.462055,16.524271,0.0,18.75,1.0
1322,XGBoostPoisson,21821,GLITTER STAR GARLAND WITH BELLS ,2011-12-05/2011-12-11,0.9366438,16.274696,15.243593,16.274696,16.468477,7.0,20.0,0.0
1323,XGBoostPoisson,22976,CIRCUS PARADE CHILDRENS EGG CUP ,2011-12-05/2011-12-11,0.9526412,20.975,19.98165,20.975,16.354692,5.0,20.25,0.0
1324,XGBoostPoisson,21992,VINTAGE PAISLEY STATIONERY SET,2011-12-05/2011-12-11,0.3196126,29.34695,9.379655,0.0,16.2767,0.0,26.5,2.0
1325,XGBoostPoisson,15056P,EDWARDIAN PARASOL PINK,2011-12-05/2011-12-11,0.96313363,13.478014,12.981129,13.478014,16.268074,10.0,21.25,0.0
1326,XGBoostPoisson,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2011-12-05/2011-12-11,0.95264125,15.849657,15.099037,15.849657,16.249264,13.0,13.0,0.0
1327,XGBoostPoisson,23415,HOME SWEET HOME HOOK,2011-12-05/2011-12-11,0.9705304,16.27822,15.798507,16.27822,16.229057,14.0,16.5,0.0
1328,XGBoostPoisson,22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-12-05/2011-12-11,0.9736842,19.735601,19.216244,19.735601,16.174644,27.0,16.5,0.0
1329,XGBoostPoisson,22304,COFFEE MUG BLUE PAISLEY DESIGN,2011-12-05/2011-12-11,0.66004956,21.90129,14.455937,21.90129,16.164286,1.0,4.0,0.0
1330,XGBoostPoisson,23025,DRAWER KNOB VINTAGE GLASS BALL,2011-12-05/2011-12-11,0.9695238,15.205713,14.742301,15.205713,16.10177,18.0,13.25,0.0
1331,XGBoostPoisson,21945,STRAWBERRIES  DESIGN FLANNEL ,2011-12-05/2011-12-11,0.95264125,14.171424,13.500283,14.171424,16.090239,26.0,13.75,0.0
1332,XGBoostPoisson,22613,PACK OF 20 SPACEBOY NAPKINS,2011-12-05/2011-12-11,0.9695238,14.980784,14.524227,14.980784,16.07975,19.0,14.75,0.0
1333,XGBoostPoisson,21530,DAIRY MAID TOASTRACK,2011-12-05/2011-12-11,0.9172703,15.177092,13.921495,15.177092,16.077715,3.0,19.0,0.0
1334,XGBoostPoisson,22427,ENAMEL FLOWER JUG CREAM,2011-12-05/2011-12-11,0.44345897,26.464073,11.735731,26.464073,16.067226,12.0,3.0,0.0
1335,XGBoostPoisson,21264,WHITE GOOSE FEATHER TREE 60CM ,2011-12-05/2011-12-11,0.93664384,17.71487,16.592524,17.71487,16.064001,11.0,21.0,0.0
1336,XGBoostPoisson,22123,PING MICROWAVE APRON,2011-12-05/2011-12-11,0.9705305,16.923235,16.424517,16.923235,16.042675,23.0,17.0,0.0
1337,XGBoostPoisson,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,2011-12-05/2011-12-11,0.83018863,11.87652,9.859752,11.87652,16.037455,28.0,13.75,0.0
1338,XGBoostPoisson,35971,ROSE FOLKART HEART DECORATIONS,2011-12-05/2011-12-11,0.9129512,14.856364,13.563135,14.856364,15.997566,5.0,28.25,0.0
1339,XGBoostPoisson,22349,DOG BOWL CHASING BALL DESIGN,2011-12-05/2011-12-11,0.91295123,13.263382,12.108821,13.263382,15.988773,24.0,9.5,0.0
1340,XGBoostPoisson,21209,MULTICOLOUR HONEYCOMB FAN,2011-12-05/2011-12-11,0.6550219,20.35414,13.332407,20.35414,15.94811,0.0,25.5,1.0
1341,XGBoostPoisson,22742,MAKE YOUR OWN PLAYTIME CARD KIT,2011-12-05/2011-12-11,0.9526412,14.97945,14.270041,14.97945,15.940172,37.0,14.5,0.0
1342,XGBoostPoisson,22674,FRENCH TOILET SIGN BLUE METAL,2011-12-05/2011-12-11,0.9631336,14.30588,13.778473,14.30588,15.889596,4.0,16.25,0.0
1343,XGBoostPoisson,22892,SET OF SALT AND PEPPER TOADSTOOLS,2011-12-05/2011-12-11,0.5279503,23.130304,12.211651,23.130304,15.816961,0.0,16.5,1.0
1344,XGBoostPoisson,21693,SMALL HAMMERED SILVER CANDLEPOT ,2011-12-05/2011-12-11,0.8988235,14.193715,12.757645,14.193715,15.777212,16.0,10.0,0.0
1345,XGBoostPoisson,22767,TRIPLE PHOTO FRAME CORNICE ,2011-12-05/2011-12-11,0.9631336,13.36343,12.870769,13.36343,15.750708,10.0,10.0,0.0
1346,XGBoostPoisson,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,2011-12-05/2011-12-11,0.9526412,17.998075,17.145708,17.998075,15.733578,8.0,17.25,0.0
1347,XGBoostPoisson,22116,METAL SIGN HIS DINNER IS SERVED,2011-12-05/2011-12-11,0.9695238,16.695906,16.187078,16.695906,15.731136,9.0,19.75,0.0
1348,XGBoostPoisson,22445,PENCIL CASE LIFE IS BEAUTIFUL,2011-12-05/2011-12-11,0.93664384,15.555332,14.569806,15.555332,15.713901,9.0,16.0,0.0
1349,XGBoostPoisson,23252,VINTAGE RED ENAMEL TRIM JUG ,2011-12-05/2011-12-11,0.9695238,16.620028,16.113512,16.620028,15.711488,13.0,13.75,0.0
1350,XGBoostPoisson,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2011-12-05/2011-12-11,0.96313363,21.220768,20.438435,21.220768,15.691864,12.0,17.25,0.0
1351,XGBoostPoisson,21742,LARGE ROUND WICKER PLATTER ,2011-12-05/2011-12-11,0.9526412,16.545748,15.762161,16.545748,15.681845,24.0,17.0,0.0
1352,XGBoostPoisson,22675,FRENCH KITCHEN SIGN BLUE METAL,2011-12-05/2011-12-11,0.9631336,13.633233,13.130625,13.633233,15.657901,23.0,11.25,0.0
1353,XGBoostPoisson,21577,SAVE THE PLANET COTTON TOTE BAG,2011-12-05/2011-12-11,0.9695238,17.896616,17.351194,17.896616,15.592911,13.0,13.5,0.0
1354,XGBoostPoisson,20755,BLUE PAISLEY POCKET BOOK,2011-12-05/2011-12-11,0.8913738,14.221881,12.677012,14.221881,15.5019655,12.0,20.75,0.0
1355,XGBoostPoisson,22081,RIBBON REEL FLORA + FAUNA ,2011-12-05/2011-12-11,0.9129512,15.243025,13.916138,15.243025,15.492007,2.0,15.75,0.0
1356,XGBoostPoisson,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,2011-12-05/2011-12-11,0.7718191,15.416985,11.899123,15.416985,15.490707,18.0,13.5,0.0
1357,XGBoostPoisson,22332,SKULLS PARTY BAG + STICKER SET,2011-12-05/2011-12-11,0.7718191,17.786858,13.728237,17.786858,15.490642,0.0,14.75,1.0
1358,XGBoostPoisson,85174,S/4 CACTI CANDLES,2011-12-05/2011-12-11,0.9129512,20.471077,18.689095,20.471077,15.471124,3.0,22.5,0.0
1359,XGBoostPoisson,23039,T-LIGHT HOLDER SILVER HEART HANDLE,2011-12-05/2011-12-11,0.9129512,14.42186,13.166453,14.42186,15.420653,19.0,14.25,0.0
1360,XGBoostPoisson,16161G,WRAP BAD HAIR DAY,2011-12-05/2011-12-11,0.43333337,36.47684,15.806632,0.0,15.372994,0.0,25.0,1.0
1361,XGBoostPoisson,23407,SET OF 2 TRAYS HOME SWEET HOME,2011-12-05/2011-12-11,0.98496234,14.829674,14.60667,14.829674,15.364278,8.0,16.75,0.0
1362,XGBoostPoisson,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,2011-12-05/2011-12-11,0.83053434,12.773829,10.609104,12.773829,15.356379,32.0,16.5,0.0
1363,XGBoostPoisson,23160,REGENCY TEA SPOON,2011-12-05/2011-12-11,0.83053434,19.20628,15.951475,19.20628,15.338365,3.0,8.75,0.0
1364,XGBoostPoisson,22267,EASTER DECORATION EGG BUNNY ,2011-12-05/2011-12-11,0.7718191,15.772017,12.173143,15.772017,15.329762,3.0,17.0,0.0
1365,XGBoostPoisson,21537,RED RETROSPOT PUDDING BOWL,2011-12-05/2011-12-11,0.8913738,14.029722,12.505727,14.029722,15.277193,13.0,11.5,0.0
1366,XGBoostPoisson,22703,PINK CAT BOWL,2011-12-05/2011-12-11,0.96313363,15.557602,14.98405,15.557602,15.274759,26.0,16.25,0.0
1367,XGBoostPoisson,21746,SMALL RED RETROSPOT WINDMILL,2011-12-05/2011-12-11,0.93664384,15.322145,14.351393,15.322145,15.257507,13.0,13.0,0.0
1368,XGBoostPoisson,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2011-12-05/2011-12-11,0.9631337,15.341576,14.775989,15.341576,15.255598,6.0,13.0,0.0
1369,XGBoostPoisson,84519A,TOMATO CHARLIE+LOLA COASTER SET,2011-12-05/2011-12-11,0.93664384,14.179348,13.280999,14.179348,15.214962,15.0,19.0,0.0
1370,XGBoostPoisson,48116,DOORMAT MULTICOLOUR STRIPE,2011-12-05/2011-12-11,0.83053434,17.00585,14.123942,17.00585,15.213377,4.0,5.5,0.0
1371,XGBoostPoisson,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-12-05/2011-12-11,0.89137375,10.57712,9.428167,10.57712,15.15222,28.0,9.75,0.0
1372,XGBoostPoisson,16012,FOOD/DRINK SPONGE STICKERS,2011-12-05/2011-12-11,0.5279503,21.65937,11.435071,21.65937,15.12841,1.0,30.25,0.0
1373,XGBoostPoisson,22135,MINI LADLE LOVE HEART PINK,2011-12-05/2011-12-11,0.9695238,15.554192,15.080159,15.554192,15.128046,15.0,16.25,0.0
1374,XGBoostPoisson,23164,REGENCY CAKE SLICE,2011-12-05/2011-12-11,0.95264125,11.805875,11.246763,11.805875,15.099442,5.0,24.0,0.0
1375,XGBoostPoisson,21115,ROSE CARAVAN DOORSTOP,2011-12-05/2011-12-11,0.96313363,14.510844,13.975883,14.510844,15.045786,24.0,12.25,0.0
1376,XGBoostPoisson,21374,MIRRORED WALL ART SKULLS,2011-12-05/2011-12-11,0.7718191,11.048224,8.527231,11.048224,15.020056,36.0,14.75,0.0
1377,XGBoostPoisson,22647,CERAMIC LOVE HEART MONEY BANK,2011-12-05/2011-12-11,0.6600496,12.132863,8.008291,12.132863,14.99857,39.0,13.5,0.0
1378,XGBoostPoisson,37500,TEA TIME TEAPOT IN GIFT BOX,2011-12-05/2011-12-11,0.9129512,14.01375,12.79387,14.01375,14.976423,8.0,21.25,0.0
1379,XGBoostPoisson,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,2011-12-05/2011-12-11,0.9526412,13.358963,12.726298,13.358963,14.968302,26.0,16.25,0.0
1380,XGBoostPoisson,21061,PARTY INVITES FOOTBALL,2011-12-05/2011-12-11,0.7718191,12.155371,9.381747,12.155371,14.952447,33.0,15.25,0.0
1381,XGBoostPoisson,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2011-12-05/2011-12-11,0.83053434,14.096349,11.707501,14.096349,14.951154,0.0,10.25,1.0
1382,XGBoostPoisson,22190,LOCAL CAFE MUG,2011-12-05/2011-12-11,0.8988235,14.328423,12.878723,14.328423,14.801377,15.0,11.0,0.0
1383,XGBoostPoisson,22121,NOEL WOODEN BLOCK LETTERS ,2011-12-05/2011-12-11,0.93664384,15.85314,14.848745,15.85314,14.783747,8.0,12.5,0.0
1384,XGBoostPoisson,21802,CHRISTMAS TREE HEART DECORATION,2011-12-05/2011-12-11,0.36051503,15.926102,5.741599,0.0,14.710221,0.0,1.75,1.0
1385,XGBoostPoisson,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2011-12-05/2011-12-11,0.95264125,12.466435,11.87604,12.466435,14.692549,7.0,17.5,0.0
1386,XGBoostPoisson,22315,200 RED + WHITE BENDY STRAWS,2011-12-05/2011-12-11,0.8988235,16.279268,14.632189,16.279268,14.690065,1.0,13.0,0.0
1387,XGBoostPoisson,16156L,"WRAP, CAROUSEL",2011-12-05/2011-12-11,0.346789,24.787785,8.596131,0.0,14.664451,25.0,12.5,0.0
1388,XGBoostPoisson,21894,POTTING SHED SEED ENVELOPES,2011-12-05/2011-12-11,0.95264125,15.197334,14.477608,15.197334,14.654836,17.0,13.5,0.0
1389,XGBoostPoisson,22321,BIRD DECORATION RED RETROSPOT,2011-12-05/2011-12-11,0.8913738,17.880363,15.938087,17.880363,14.642758,2.0,20.0,0.0
1390,XGBoostPoisson,23401,RUSTIC MIRROR WITH LACE HEART,2011-12-05/2011-12-11,0.9695238,14.959065,14.50317,14.959065,14.625198,8.0,10.75,0.0
1391,XGBoostPoisson,22904,CALENDAR PAPER CUT DESIGN,2011-12-05/2011-12-11,0.5208333,21.845404,11.377814,21.845404,14.620906,0.0,14.25,2.0
1392,XGBoostPoisson,22426,ENAMEL WASH BOWL CREAM,2011-12-05/2011-12-11,0.9695238,14.761722,14.31184,14.761722,14.5997,8.0,12.75,0.0
1393,XGBoostPoisson,22548,HEADS AND TAILS SPORTING FUN,2011-12-05/2011-12-11,0.23157895,16.530176,3.8280408,0.0,14.589546,0.0,14.5,3.0
1394,XGBoostPoisson,23342,MINT DINER WALL CLOCK,2011-12-05/2011-12-11,0.97333336,15.382891,14.972681,15.382891,14.584392,6.0,14.75,0.0
1395,XGBoostPoisson,22069,BROWN  PIRATE TREASURE CHEST ,2011-12-05/2011-12-11,0.96313363,18.850864,18.155901,18.850864,14.519226,6.0,18.5,0.0
1396,XGBoostPoisson,21197,MULTICOLOUR  CONFETTI IN TUBE,2011-12-05/2011-12-11,0.65502185,14.301947,9.368088,14.301947,14.514712,12.0,18.0,0.0
1397,XGBoostPoisson,21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-12-05/2011-12-11,0.93664384,14.822735,13.883623,14.822735,14.481681,5.0,13.25,0.0
1398,XGBoostPoisson,22431,WATERING CAN BLUE ELEPHANT,2011-12-05/2011-12-11,0.93664384,15.147083,14.187422,15.147083,14.438624,6.0,8.25,0.0
1399,XGBoostPoisson,22543,MINI JIGSAW BAKE A CAKE ,2011-12-05/2011-12-11,0.65502185,12.472156,8.169535,12.472156,14.409077,0.0,2.5,1.0
1400,XGBoostPoisson,22350,ILLUSTRATED CAT BOWL ,2011-12-05/2011-12-11,0.9129512,12.170108,11.110714,12.170108,14.37886,21.0,11.25,0.0
1401,XGBoostPoisson,23007, SPACEBOY BABY GIFT SET,2011-12-05/2011-12-11,0.97053045,14.948412,14.507889,14.948412,14.360675,8.0,15.0,0.0
1402,XGBoostPoisson,17021,NAMASTE SWAGAT INCENSE,2011-12-05/2011-12-11,0.43333334,24.73485,10.718435,0.0,14.349419,0.0,27.0,2.0
1403,XGBoostPoisson,22642,SET OF 4 NAPKIN CHARMS STARS   ,2011-12-05/2011-12-11,0.9366439,14.136205,13.24059,14.136205,14.319914,19.0,10.25,0.0
1404,XGBoostPoisson,21817,GLITTER CHRISTMAS TREE,2011-12-05/2011-12-11,0.20652175,17.0111,3.5131624,0.0,14.307216,0.0,13.25,3.0
1405,XGBoostPoisson,21063,PARTY INVITES JAZZ HEARTS,2011-12-05/2011-12-11,0.8745875,11.707588,10.23931,11.707588,14.285428,27.0,11.5,0.0
1406,XGBoostPoisson,22671,FRENCH LAUNDRY SIGN BLUE METAL,2011-12-05/2011-12-11,0.9695238,17.603567,17.067078,17.603567,14.26378,10.0,10.25,0.0
1407,XGBoostPoisson,85034A,3 GARDENIA MORRIS BOXED CANDLES,2011-12-05/2011-12-11,0.5992509,14.453542,8.661298,14.453542,14.255501,0.0,6.5,1.0
1408,XGBoostPoisson,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,2011-12-05/2011-12-11,0.9129511,16.788177,15.326785,16.788177,14.220035,17.0,17.75,0.0
1409,XGBoostPoisson,79302M,"ART LIGHTS,FUNK MONKEY",2011-12-05/2011-12-11,0.89137375,14.851599,13.238325,14.851599,14.212073,7.0,17.25,0.0
1410,XGBoostPoisson,23026,DRAWER KNOB VINTAGE GLASS STAR,2011-12-05/2011-12-11,0.9047619,13.440292,12.160265,13.440292,14.167345,1.0,13.25,0.0
1411,XGBoostPoisson,22547,MINI JIGSAW DINOSAUR ,2011-12-05/2011-12-11,0.93664384,15.605482,14.616778,15.605482,14.153304,19.0,15.25,0.0
1412,XGBoostPoisson,22891,TEA FOR ONE POLKADOT,2011-12-05/2011-12-11,0.9526412,13.108212,12.487423,13.108212,14.134555,12.0,13.5,0.0
1413,XGBoostPoisson,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2011-12-05/2011-12-11,0.962963,15.102951,14.543583,15.102951,14.130818,10.0,12.25,0.0
1414,XGBoostPoisson,22845,VINTAGE CREAM CAT FOOD CONTAINER,2011-12-05/2011-12-11,0.97053045,17.24356,16.735401,17.24356,14.121375,9.0,15.5,0.0
1415,XGBoostPoisson,85177,BASKET OF FLOWERS SEWING KIT,2011-12-05/2011-12-11,0.82051283,12.888428,10.57512,12.888428,14.115599,6.0,8.25,0.0
1416,XGBoostPoisson,22911,PAPER CHAIN KIT LONDON,2011-12-05/2011-12-11,0.93664384,12.398133,11.612636,12.398133,14.109929,4.0,27.5,0.0
1417,XGBoostPoisson,85159B,"WHITE TEA,COFFEE,SUGAR JARS",2011-12-05/2011-12-11,0.6600496,12.996093,8.578066,12.996093,14.106736,24.0,9.5,0.0
1418,XGBoostPoisson,23037,CANDLE HOLDER SILVER MADELINE,2011-12-05/2011-12-11,0.65502185,14.783734,9.683669,14.783734,14.097446,24.0,9.5,0.0
1419,XGBoostPoisson,22781,GUMBALL MAGAZINE RACK,2011-12-05/2011-12-11,0.98496234,17.508953,17.245659,17.508953,14.052336,11.0,16.25,0.0
1420,XGBoostPoisson,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,2011-12-05/2011-12-11,0.23978204,13.411306,3.2157903,0.0,14.049951,0.0,45.0,2.0
1421,XGBoostPoisson,21714,CITRONELLA CANDLE GARDEN POT,2011-12-05/2011-12-11,0.93664384,13.670914,12.804777,13.670914,14.038794,5.0,13.5,0.0
1422,XGBoostPoisson,23040,PAPER LANTERN 9 POINT SNOW STAR ,2011-12-05/2011-12-11,0.8913738,11.405676,10.16672,11.405676,14.010739,13.0,7.5,0.0
1423,XGBoostPoisson,23325,RUSTIC STRAWBERRY JAM POT SMALL,2011-12-05/2011-12-11,0.7718191,14.647574,11.305278,14.647574,14.004515,0.0,16.0,1.0
1424,XGBoostPoisson,22476,EMPIRE UNION JACK TV DINNER TRAY,2011-12-05/2011-12-11,0.9129512,13.3628,12.199584,13.3628,14.003136,15.0,13.25,0.0
1425,XGBoostPoisson,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2011-12-05/2011-12-11,0.8745875,12.836274,11.226444,12.836274,13.984215,12.0,12.75,0.0
1426,XGBoostPoisson,22729,ALARM CLOCK BAKELIKE ORANGE,2011-12-05/2011-12-11,0.9526411,13.396199,12.76177,13.396199,13.972238,8.0,6.0,0.0
1427,XGBoostPoisson,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2011-12-05/2011-12-11,0.96313363,11.787233,11.352681,11.787233,13.9528,9.0,8.0,0.0
1428,XGBoostPoisson,22133,PINK LOVE HEART SHAPE CUP,2011-12-05/2011-12-11,0.8571429,12.811866,10.9816,12.811866,13.926933,5.0,3.0,0.0
1429,XGBoostPoisson,22268,EASTER DECORATION SITTING BUNNY,2011-12-05/2011-12-11,0.20652173,28.48703,5.8831906,0.0,13.78649,0.0,24.5,3.0
1430,XGBoostPoisson,22838,3 TIER CAKE TIN RED AND CREAM,2011-12-05/2011-12-11,0.9695238,14.127597,13.6970415,14.127597,13.786442,7.0,22.0,0.0
1431,XGBoostPoisson,21125,SET 6 FOOTBALL CELEBRATION CANDLES,2011-12-05/2011-12-11,0.9129511,14.666787,13.390059,14.666787,13.7802105,4.0,9.0,0.0
1432,XGBoostPoisson,22664,TOY TIDY DOLLY GIRL DESIGN,2011-12-05/2011-12-11,0.9705304,15.216946,14.768508,15.216946,13.750172,6.0,12.5,0.0
1433,XGBoostPoisson,21058,PARTY INVITES WOODLAND,2011-12-05/2011-12-11,0.9631337,12.647377,12.181115,12.647377,13.738906,16.0,9.0,0.0
1434,XGBoostPoisson,22796,PHOTO FRAME 3 CLASSIC HANGING,2011-12-05/2011-12-11,0.9736842,15.722071,15.3083315,15.722071,13.700343,11.0,14.5,0.0
1435,XGBoostPoisson,22487,WHITE WOOD GARDEN PLANT LADDER,2011-12-05/2011-12-11,0.96952385,17.159462,16.636507,17.159462,13.683199,6.0,13.25,0.0
1436,XGBoostPoisson,85230A,OPIUM SCENTED VOTIVE CANDLE,2011-12-05/2011-12-11,0.360515,33.220688,11.976556,0.0,13.678036,24.0,12.0,0.0
1437,XGBoostPoisson,20751,FUNKY WASHING UP GLOVES ASSORTED,2011-12-05/2011-12-11,0.93664384,14.85453,13.913404,14.85453,13.6725025,1.0,10.5,0.0
1438,XGBoostPoisson,22605,WOODEN CROQUET GARDEN SET,2011-12-05/2011-12-11,0.9631337,14.594278,14.056241,14.594278,13.669847,17.0,11.25,0.0
1439,XGBoostPoisson,23104,IVORY CAFE HANGING LAMP ,2011-12-05/2011-12-11,0.93664384,12.826305,12.0136795,12.826305,13.629726,33.0,12.75,0.0
1440,XGBoostPoisson,22358,KINGS CHOICE TEA CADDY ,2011-12-05/2011-12-11,0.9705304,16.473944,15.988463,16.473944,13.590207,19.0,12.5,0.0
1441,XGBoostPoisson,22473,TV DINNER TRAY VINTAGE PAISLEY,2011-12-05/2011-12-11,0.93664384,12.802927,11.991783,12.802927,13.564327,15.0,11.25,0.0
1442,XGBoostPoisson,22673,FRENCH GARDEN SIGN BLUE METAL,2011-12-05/2011-12-11,0.93664384,14.153485,13.256775,14.153485,13.552635,19.0,9.25,0.0
1443,XGBoostPoisson,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2011-12-05/2011-12-11,0.6600496,15.613016,10.305366,15.613016,13.538615,0.0,20.5,1.0
1444,XGBoostPoisson,21739,COSY SLIPPER SHOES SMALL GREEN,2011-12-05/2011-12-11,0.9366438,15.955559,14.9446745,15.955559,13.511329,12.0,15.75,0.0
1445,XGBoostPoisson,20840,FRENCH FLORAL CUSHION COVER ,2011-12-05/2011-12-11,0.8913738,13.82851,12.326372,13.82851,13.490261,24.0,13.5,0.0
1446,XGBoostPoisson,21947,SET OF 6 HEART CHOPSTICKS,2011-12-05/2011-12-11,0.93664384,12.738905,11.931817,12.738905,13.489319,7.0,15.25,0.0
1447,XGBoostPoisson,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2011-12-05/2011-12-11,0.6979167,11.498068,8.0246935,11.498068,13.465384,3.0,21.25,0.0
1448,XGBoostPoisson,16259,PIECE OF CAMO STATIONERY SET,2011-12-05/2011-12-11,0.23157895,32.476818,7.5209475,0.0,13.4329815,0.0,5.0,3.0
1449,XGBoostPoisson,22683,FRENCH BLUE METAL DOOR SIGN 8,2011-12-05/2011-12-11,0.9526412,14.892441,14.187153,14.892441,13.424036,11.0,11.75,0.0
1450,XGBoostPoisson,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2011-12-05/2011-12-11,0.8913739,14.933845,13.311639,14.933845,13.403118,9.0,12.5,0.0
1451,XGBoostPoisson,23041,PAPER LANTERN 9 POINT SNOW STAR,2011-12-05/2011-12-11,0.93664384,15.1251545,14.1668825,15.1251545,13.366276,13.0,8.75,0.0
