StockCode,returned_units,return_rows,return_invoices
21269,21.0,2,2
85018D,21.0,2,2
21157,21.0,2,2
72752B,21.0,1,1
21813,21.0,4,4
35839,21.0,1,1
21197,21.0,1,1
23661,20.0,4,4
21842,20.0,1,1
21836,20.0,3,3
85129B,20.0,1,1
22713,20.0,2,2
23445,20.0,1,1
84555A,20.0,2,2
16201A,20.0,2,2
21024,20.0,1,1
22733,20.0,1,1
20896,20.0,2,2
21663,20.0,8,8
23480,20.0,2,2
90172,20.0,1,1
21635,20.0,2,2
20750,20.0,9,9
22863,20.0,3,3
82613D,20.0,1,1
23031,20.0,9,9
23045,20.0,1,1
21581,20.0,2,2
85067,20.0,13,13
84356,20.0,3,3
21864,20.0,1,1
23254,20.0,8,8
84968F,20.0,1,1
22067,20.0,12,12
23193,20.0,6,6
84876C,20.0,2,2
72751D,20.0,1,1
22453,20.0,4,4
21329,20.0,2,2
84494B,20.0,1,1
21289,20.0,2,2
84608,20.0,2,2
21077,20.0,1,1
22974,20.0,7,7
22165,20.0,7,7
22318,20.0,7,7
84402C,20.0,1,1
23177,20.0,5,5
22842,20.0,15,15
84901,20.0,1,1
20885,20.0,2,2
16210,20.0,1,1
21265,20.0,3,3
85205A,19.0,1,1
21659,19.0,5,5
22195,19.0,5,5
21008,19.0,1,1
85008,19.0,4,4
22505,19.0,12,12
21745,19.0,3,3
22056,19.0,2,2
22334,19.0,3,3
22097,19.0,3,3
22807,19.0,3,3
46775D,19.0,6,6
22194,19.0,7,7
21563,19.0,9,9
21306,19.0,2,2
47361,19.0,1,1
72800D,19.0,2,2
85114C,19.0,2,2
20778,19.0,4,4
22841,19.0,14,14
21387,19.0,1,1
84761,19.0,2,2
47503J,19.0,3,3
20695,19.0,3,3
20777,19.0,3,3
22251,19.0,4,4
22354,19.0,4,4
20861,19.0,1,1
90099,19.0,1,1
22509,19.0,5,5
21085,19.0,2,2
20793,19.0,3,3
90038B,19.0,1,1
37494A,19.0,4,4
22120,19.0,7,7
20794,18.0,4,4
22241,18.0,5,5
21459,18.0,5,5
20784,18.0,3,3
35925,18.0,1,1
84313A,18.0,1,1
21042,18.0,10,10
22283,18.0,7,7
22281,18.0,4,4
90012A,18.0,1,1
21347,18.0,2,2
84638,18.0,1,1
84685,18.0,4,4
23485,18.0,13,13
21925,18.0,5,5
84773,18.0,3,3
37477D,18.0,2,2
79320,18.0,11,11
84791,18.0,3,3
23325,18.0,3,3
22762,18.0,7,7
21130,18.0,2,2
22096,18.0,2,2
20978,18.0,2,2
84875B,18.0,1,1
22808,18.0,1,1
85141,18.0,6,6
84880,18.0,6,6
37492B,18.0,6,6
20864,18.0,3,3
37508,18.0,2,2
22442,18.0,13,13
22434,18.0,2,2
72752A,18.0,1,1
84932D,18.0,2,2
85014B,18.0,12,12
22371,18.0,13,13
22589,18.0,1,1
22116,18.0,2,2
90120D,18.0,1,1
22949,18.0,3,3
21182,18.0,1,1
22129,18.0,1,1
17011F,18.0,1,1
85087,18.0,3,3
22431,18.0,5,5
22432,18.0,4,4
22345,18.0,1,1
21757,18.0,1,1
84689,17.0,4,4
23382,17.0,3,3
90084,17.0,2,2
21290,17.0,1,1
35816B,17.0,1,1
90040D,17.0,1,1
22483,17.0,5,5
35810B,17.0,3,3
35604B,17.0,1,1
22262,17.0,3,3
21455,17.0,2,2
35948,17.0,1,1
84248B,17.0,1,1
35971,17.0,2,2
20689,17.0,2,2
20976,17.0,1,1
84873A,17.0,1,1
21225,17.0,1,1
35980B,17.0,1,1
22672,17.0,4,4
21579,17.0,5,5
23237,17.0,10,10
79192A,17.0,2,2
22748,17.0,4,4
84925E,17.0,1,1
40018E,17.0,1,1
46775B,17.0,1,1
85121C,17.0,2,2
21322,17.0,1,1
20939,17.0,1,1
84921,17.0,1,1
84932B,17.0,2,2
20932,17.0,6,6
85091,17.0,1,1
72129,17.0,1,1
90128D,17.0,1,1
84893,17.0,1,1
22849,16.0,9,9
22855,16.0,2,2
22843,16.0,14,14
23374,16.0,3,3
21292,16.0,1,1
84664,16.0,4,4
23431,16.0,3,3
40002,16.0,2,2
72793,16.0,3,3
21858,16.0,3,3
22620,16.0,4,4
79190B,16.0,2,2
21249,16.0,3,3
20699,16.0,1,1
20710,16.0,1,1
84596F,16.0,1,1
84616,16.0,5,5
23372,16.0,1,1
37445C,16.0,1,1
23367,16.0,1,1
21254,16.0,2,2
21903,16.0,4,4
23238,16.0,8,8
84795C,16.0,4,4
20822,16.0,2,2
21577,16.0,5,5
21274,16.0,3,3
20816,16.0,2,2
84597A,16.0,1,1
22701,16.0,5,5
23526,16.0,2,2
23660,16.0,4,4
22141,16.0,4,4
21039,16.0,4,4
22661,16.0,6,6
22260,16.0,2,2
48179,16.0,1,1
48111,16.0,3,3
CRUK,16.0,16,16
90192,16.0,2,2
90200E,16.0,5,5
DCGSLBOY,16.0,1,1
20950,16.0,1,1
22131,16.0,4,4
22971,16.0,5,5
21763,16.0,5,5
72131,16.0,1,1
47581A,16.0,1,1
47565,16.0,1,1
22970,16.0,3,3
23086,16.0,1,1
22850,16.0,3,2
47343A,16.0,1,1
22437,16.0,2,2
21243,16.0,2,2
47421,16.0,1,1
47344B,16.0,1,1
17165D,16.0,4,4
85164B,16.0,3,3
23126,16.0,6,6
46775E,16.0,1,1
22800,16.0,9,9
20657,16.0,1,1
44241C,16.0,2,2
85007,16.0,2,2
85176,16.0,4,4
23234,16.0,5,5
22821,16.0,2,2
84876D,16.0,3,3
22063,16.0,10,10
21427,16.0,8,8
84909A,15.0,3,3
23147,15.0,6,6
90003B,15.0,3,3
37408,15.0,1,1
21343,15.0,3,3
37487B,15.0,2,2
37452B,15.0,1,1
23436,15.0,2,2
84600A,15.0,1,1
84663A,15.0,5,5
84030E,15.0,5,5
22210,15.0,3,3
84575A,15.0,2,2
22203,15.0,11,11
84250H,15.0,1,1
16119,15.0,1,1
90025D,15.0,1,1
35837,15.0,1,1
84797A,15.0,1,1
23311,15.0,4,4
22322,15.0,3,3
21686,15.0,3,3
22772,15.0,3,3
85180A,15.0,3,3
21113,15.0,1,1
22839,15.0,11,11
20674,15.0,3,3
23087,15.0,1,1
47480,15.0,2,2
23397,15.0,6,6
84709A,15.0,1,1
37474,15.0,1,1
16245A,15.0,2,2
23265,15.0,2,2
90164A,15.0,1,1
22947,15.0,11,11
21382,15.0,2,2
22860,15.0,2,2
47579,15.0,3,3
21474,15.0,6,6
21125,15.0,4,4
72785A,15.0,2,2
22378,15.0,6,6
22428,15.0,7,7
23089,15.0,7,7
21299,14.0,5,5
23408,14.0,3,3
79403,14.0,2,2
79337,14.0,2,2
37462B,14.0,2,2
21514,14.0,1,1
90196A,14.0,2,2
62097B,14.0,2,2
22674,14.0,3,3
35920,14.0,2,2
84405A,14.0,2,2
84387A,14.0,1,1
21547,14.0,2,2
22486,14.0,7,7
35597A,14.0,1,1
84529C,14.0,1,1
84706F,14.0,2,2
84563A,14.0,2,2
84511,14.0,1,1
22204,14.0,5,5
84532B,14.0,2,2
22605,14.0,13,13
23235,14.0,7,7
21416,14.0,1,1
84726,14.0,1,1
37489B,14.0,1,1
20996,14.0,1,1
20653,14.0,1,1
23224,14.0,2,2
85166B,14.0,1,1
72803B,14.0,3,3
22068,14.0,3,3
20677,14.0,3,3
85147,14.0,2,2
85131A,14.0,4,4
84849C,14.0,1,1
84814A,14.0,1,1
85124C,14.0,3,3
21126,14.0,2,2
23182,14.0,6,6
23188,14.0,3,3
23079,14.0,7,7
21819,14.0,1,1
23066,14.0,2,2
23026,14.0,2,2
22845,14.0,9,9
17164D,14.0,1,1
23065,14.0,2,2
72331R,14.0,1,1
22964,14.0,7,7
22402,14.0,3,3
90164B,14.0,1,1
85041,14.0,3,3
84509A,13.0,4,4
20749,13.0,10,10
22485,13.0,8,8
84576,13.0,2,2
35809A,13.0,1,1
84313C,13.0,2,2
22626,13.0,7,7
47591A,13.0,2,2
47585A,13.0,2,2
90013A,13.0,2,2
20910,13.0,2,2
71434B,13.0,2,2
23486,13.0,6,6
21295,13.0,1,1
47574B,13.0,1,1
20881,13.0,1,1
85213,13.0,2,2
90003C,13.0,3,3
22745,13.0,3,3
72751B,13.0,2,2
21223,13.0,1,1
22684,13.0,3,3
46138B,13.0,2,2
84762C,13.0,1,1
46000P,13.0,2,2
22805,13.0,2,2
23085,13.0,5,5
21821,13.0,2,2
23127,13.0,3,3
23184,13.0,4,4
79191D,13.0,2,2
90201B,13.0,3,3
22976,13.0,2,2
21145,13.0,2,2
37500,13.0,9,9
22310,13.0,2,2
22937,13.0,2,2
21087,13.0,2,2
85032D,13.0,2,2
22405,13.0,2,2
79301,13.0,5,5
78033,13.0,3,3
21794,13.0,5,5
23295,13.0,5,5
23294,13.0,4,4
35915A,13.0,1,1
84033,13.0,2,2
22889,13.0,1,1
23320,13.0,2,2
23313,13.0,2,2
79161A,13.0,1,1
84868A,13.0,1,1
23196,13.0,3,3
84849B,13.0,2,2
84869,13.0,1,1
84871,13.0,1,1
84868B,13.0,3,3
22340,13.0,2,2
22603,13.0,2,2
62096B,13.0,3,3
22252,13.0,2,2
23148,13.0,7,7
22716,12.0,1,1
85169A,12.0,1,1
85186A,12.0,1,1
22717,12.0,1,1
21993,12.0,1,1
22023,12.0,1,1
21990,12.0,1,1
21991,12.0,1,1
22026,12.0,1,1
23333,12.0,1,1
84199,12.0,1,1
22246,12.0,1,1
21252,12.0,1,1
22683,12.0,2,2
23413,12.0,1,1
22221,12.0,9,9
16156A,12.0,1,1
22681,12.0,3,3
90013D,12.0,1,1
90014A,12.0,1,1
23352,12.0,1,1
22827,12.0,5,5
21508,12.0,1,1
47013C,12.0,1,1
22443,12.0,5,5
72800E,12.0,1,1
16249B,12.0,1,1
22773,12.0,1,1
21036,12.0,1,1
84653,12.0,3,3
35823P,12.0,1,1
22133,12.0,1,1
21454,12.0,1,1
22504,12.0,8,8
21286,12.0,1,1
71265,12.0,1,1
84248F,12.0,1,1
22031,12.0,1,1
23497,12.0,1,1
20905,12.0,1,1
22615,12.0,1,1
23470,12.0,8,8
20734,12.0,3,3
21061,12.0,1,1
84414B,12.0,1,1
47583B,12.0,1,1
22134,12.0,1,1
22132,12.0,1,1
35651,12.0,1,1
21058,12.0,1,1
21675,12.0,1,1
35813A,12.0,1,1
90170,12.0,1,1
90125A,12.0,1,1
90174,12.0,2,2
70007,12.0,1,1
22526,12.0,8,8
21066,12.0,1,1
84449,12.0,1,1
23139,12.0,1,1
22256,12.0,1,1
21681,12.0,4,4
22403,12.0,2,2
20833,12.0,2,2
21373,12.0,1,1
20838,12.0,1,1
37489D,12.0,1,1
79066K,12.0,3,3
22075,12.0,1,1
84821,12.0,1,1
84896C,12.0,1,1
23161,12.0,1,1
23186,12.0,2,2
23106,12.0,1,1
22257,12.0,1,1
35265,12.0,1,1
23138,12.0,1,1
23140,12.0,1,1
84456,12.0,1,1
84881,12.0,2,2
22746,12.0,2,2
21720,12.0,1,1
23335,12.0,2,2
85169C,12.0,1,1
72349B,12.0,1,1
22664,12.0,3,3
16201B,12.0,1,1
84690,12.0,2,2
84832,12.0,1,1
85039B,12.0,1,1
22396,12.0,2,2
21091,12.0,1,1
44236,12.0,2,2
23266,12.0,1,1
85097B,12.0,5,5
20812,12.0,1,1
85032C,12.0,1,1
23213,12.0,1,1
72801H,12.0,1,1
22074,12.0,1,1
37477B,12.0,2,2
85045,12.0,4,4
21211,12.0,1,1
85079,12.0,1,1
23289,12.0,4,4
22410,12.0,1,1
21779,12.0,4,4
84767,12.0,1,1
22921,12.0,1,1
22917,12.0,1,1
22919,12.0,1,1
22918,12.0,1,1
22287,12.0,1,1
22911,12.0,4,4
22916,12.0,1,1
23315,12.0,1,1
90120A,12.0,1,1
84866,12.0,1,1
23223,12.0,1,1
23220,12.0,1,1
21400,12.0,1,1
72799A,11.0,1,1
85127,11.0,2,2
85128,11.0,1,1
90001C,11.0,1,1
85231B,11.0,1,1
22682,11.0,2,2
22678,11.0,2,2
47284V,11.0,1,1
21728,11.0,3,3
21262,11.0,5,5
72751A,11.0,1,1
84563B,11.0,1,1
21564,11.0,7,7
90080,11.0,1,1
20900,11.0,1,1
DCGS0067,11.0,1,1
10135,11.0,2,2
84415A,11.0,1,1
84394,11.0,1,1
90082B,11.0,1,1
90042C,11.0,1,1
84247K,11.0,1,1
84247H,11.0,1,1
22677,11.0,2,2
22676,11.0,2,2
84705B,11.0,1,1
90005B,11.0,1,1
20702,11.0,6,6
79053D,11.0,1,1
37489C,11.0,1,1
21421,11.0,2,2
37509,11.0,2,2
21765,11.0,3,3
21602,11.0,1,1
22066,11.0,4,4
21206,11.0,4,4
82595,11.0,1,1
23229,11.0,5,5
79172D,11.0,2,2
22200,11.0,6,6
37112,11.0,1,1
82001S,11.0,5,5
81985A,11.0,2,2
23149,11.0,2,2
20998,11.0,1,1
23080,11.0,7,7
84966B,11.0,1,1
21398,11.0,2,2
23145,11.0,2,2
21444,11.0,2,2
21443,11.0,3,3
84476A,11.0,1,1
84461,11.0,2,2
84448,11.0,1,1
21551,11.0,1,1
48184,11.0,5,5
90197D,11.0,1,1
90197C,11.0,1,1
48188,11.0,6,6
21308,10.0,2,2
84507C,10.0,3,3
20770,10.0,2,2
35995,10.0,1,1
23042,10.0,1,1
84858C,10.0,1,1
85026B,10.0,1,1
84875D,10.0,1,1
23092,10.0,9,9
84975,10.0,5,5
37445D,10.0,1,1
21186,10.0,1,1
21194,10.0,3,3
23020,10.0,7,7
78027,10.0,2,2
17090D,10.0,1,1
84789,10.0,6,6
22419,10.0,4,4
85059,10.0,4,4
21219,10.0,1,1
17012E,10.0,1,1
21419,10.0,1,1
84830,10.0,3,3
22311,10.0,4,4
21021,10.0,1,1
21022,10.0,1,1
21023,10.0,1,1
17013F,10.0,2,2
82616B,10.0,2,2
35963,10.0,1,1
20791,10.0,2,2
23291,10.0,3,3
23290,10.0,2,2
35935,10.0,1,1
22619,10.0,3,3
23583,10.0,1,1
35815B,10.0,1,1
DCGS0068,10.0,1,1
90210C,10.0,1,1
22613,10.0,1,1
90036E,10.0,1,1
22476,10.0,2,2
90003D,10.0,3,3
20963,10.0,1,1
21342,10.0,1,1
22750,10.0,3,3
22760,10.0,9,9
22003,10.0,1,1
72719,10.0,1,1
22685,10.0,1,1
90011A,10.0,1,1
21716,10.0,2,2
22441,10.0,5,5
47285B,10.0,1,1
22786,10.0,1,1
21657,10.0,4,4
22858,10.0,3,3
21738,10.0,2,2
22829,10.0,2,2
23434,10.0,1,1
90048,10.0,1,1
47563B,10.0,1,1
90042A,10.0,1,1
22679,10.0,1,1
21924,10.0,3,3
21410,9.0,3,3
22183,9.0,6,6
85062,9.0,5,5
82609,9.0,1,1
21769,9.0,5,5
22172,9.0,5,5
35911B,9.0,1,1
35930,9.0,1,1
23244,9.0,5,5
85031A,9.0,1,1
20990,9.0,2,2
21005,9.0,1,1
23130,9.0,2,2
21550,9.0,2,2
84874B,9.0,2,2
21064,9.0,3,3
48169,9.0,1,1
35004P,9.0,1,1
21822,9.0,3,3
21776,9.0,1,1
72806,9.0,1,1
21512,9.0,1,1
84803B,9.0,2,2
23255,9.0,3,3
23014,9.0,3,3
22785,9.0,1,1
90035A,9.0,1,1
84705A,9.0,2,2
16244B,9.0,2,2
84706C,9.0,1,1
21470,9.0,4,4
85184B,9.0,2,2
85183A,9.0,4,4
23356,9.0,2,2
21740,9.0,1,1
21758,9.0,1,1
72754C,9.0,1,1
21511,9.0,1,1
84775,9.0,1,1
84683,9.0,3,3
84627,9.0,2,2
90011D,9.0,1,1
90040A,9.0,2,2
20936,9.0,3,3
20942,9.0,2,2
20946,9.0,1,1
23487,9.0,6,6
90027D,9.0,1,1
90070,9.0,2,2
47595B,9.0,1,1
21576,9.0,3,3
84564,9.0,1,1
84596J,9.0,2,2
84415B,9.0,2,2
35591G,9.0,1,1
90209A,9.0,2,2
15044D,9.0,4,4
GIFT,9.0,1,1
90175A,8.0,2,2
84425A,8.0,2,2
84427B,8.0,2,2
DCGS0070,8.0,1,1
DCGS0059,8.0,1,1
15060A,8.0,1,1
21674,8.0,2,2
84845D,8.0,2,2
84856S,8.0,2,2
84845B,8.0,1,1
21756,8.0,4,4
72798A,8.0,1,1
85069,8.0,3,3
84846A,8.0,1,1
84886,8.0,2,2
90042B,8.0,1,1
20933,8.0,2,2
23183,8.0,3,3
90081A,8.0,1,1
21460,8.0,2,2
35004G,8.0,5,5
84725,8.0,1,1
35981C,8.0,1,1
21057,8.0,1,1
23377,8.0,1,1
22324,8.0,1,1
90000C,8.0,2,2
90001B,8.0,2,2
90014C,8.0,1,1
16132,8.0,1,1
23099,8.0,4,4
21406,8.0,1,1
21264,8.0,2,2
84933B,8.0,1,1
47569,8.0,2,2
90040B,8.0,1,1
35794,8.0,1,1
85170B,8.0,4,4
84344,8.0,1,1
85014A,8.0,2,2
84984C,8.0,1,1
22166,8.0,6,6
72750D,8.0,1,1
23012,8.0,5,5
85068,8.0,5,5
85023C,8.0,3,3
79071B,8.0,2,2
22175,8.0,3,3
21760,8.0,5,5
21759,8.0,1,1
84030C,8.0,2,2
21411,8.0,3,3
23328,8.0,5,5
23327,8.0,2,2
23299,8.0,2,2
90214L,8.0,2,2
90187A,8.0,1,1
84472,8.0,5,5
20848,8.0,1,1
35824B,8.0,1,1
21524,7.0,4,4
C2,7.0,7,7
DCGS0003,7.0,1,1
23345,7.0,2,2
47583A,7.0,3,3
37348,7.0,4,4
84898E,7.0,1,1
20707,7.0,3,3
84857A,7.0,2,2
21111,7.0,2,2
84867B,7.0,1,1
21065,7.0,2,2
21089,7.0,1,1
20782,7.0,2,2
16239,7.0,1,1
22763,7.0,4,4
22788,7.0,5,5
22372,7.0,3,3
84942,7.0,1,1
84967C,7.0,2,2
72671B,7.0,1,1
81953P,7.0,1,1
47559,7.0,1,1
21055,7.0,2,2
20767,7.0,2,2
47562,7.0,3,3
20776,7.0,1,1
90035B,7.0,2,2
47581B,7.0,3,3
90000B,7.0,2,2
84906,7.0,2,2
23128,7.0,2,2
21053,7.0,2,2
90160A,7.0,1,1
48197,7.0,1,1
84507B,7.0,4,4
22612,7.0,2,2
90143,7.0,2,2
22266,7.0,2,2
90049,7.0,1,1
37409,7.0,1,1
23015,7.0,3,3
85018A,7.0,2,2
23409,7.0,2,2
22062,7.0,2,2
20953,7.0,1,1
21772,7.0,1,1
84674,7.0,3,3
84687,7.0,5,5
37491B,7.0,1,1
23527,7.0,2,2
23534,7.0,2,1
35644,7.0,2,2
22770,7.0,6,6
85170D,7.0,4,4
72753C,7.0,2,2
85207B,7.0,1,1
21710,7.0,3,2
47341A,7.0,2,2
23008,7.0,4,4
21510,7.0,1,1
22825,7.0,4,4
84619,7.0,2,2
21761,7.0,3,3
72821,7.0,3,3
22899,7.0,5,5
23425,7.0,3,3
72801F,7.0,1,1
22832,7.0,5,5
85165,7.0,2,2
20795,7.0,3,3
16010,7.0,1,1
90214G,7.0,2,2
21304,7.0,1,1
21923,7.0,3,3
21083,7.0,1,1
23283,7.0,2,2
23241,7.0,5,5
90202C,6.0,1,1
90202B,6.0,1,1
90202A,6.0,1,1
20781,6.0,3,3
23330,6.0,1,1
23227,6.0,2,2
84820,6.0,2,2
90214E,6.0,1,1
90199B,6.0,1,1
90183A,6.0,1,1
90182C,6.0,1,1
90177E,6.0,1,1
90177D,6.0,1,1
90177C,6.0,1,1
90177A,6.0,1,1
84465,6.0,1,1
90202D,6.0,1,1
23493,6.0,3,3
44091C,6.0,1,1
22864,6.0,1,1
22912,6.0,2,2
23426,6.0,1,1
85083,6.0,1,1
85168A,6.0,1,1
21236,6.0,1,1
72799E,6.0,1,1
72768,6.0,1,1
17001,6.0,2,2
85124B,6.0,1,1
22447,6.0,1,1
22446,6.0,1,1
22853,6.0,1,1
22928,6.0,4,4
22416,6.0,1,1
20831,6.0,1,1
79051A,6.0,1,1
79003B,6.0,1,1
22394,6.0,1,1
21176,6.0,1,1
23542,6.0,3,3
23525,6.0,1,1
23524,6.0,1,1
23523,6.0,1,1
23518,6.0,1,1
84371,6.0,1,1
22981,6.0,2,2
23013,6.0,3,3
23007,6.0,3,3
23039,6.0,1,1
23034,6.0,1,1
23025,6.0,1,1
37462E,6.0,1,1
23407,6.0,4,4
20894,6.0,3,3
21462,6.0,6,6
22448,6.0,1,1
22751,6.0,2,2
22747,6.0,1,1
22743,6.0,1,1
85185F,6.0,1,1
84706A,6.0,1,1
84705D,6.0,1,1
23081,6.0,3,3
23074,6.0,1,1
21120,6.0,1,1
23123,6.0,2,2
84927F,6.0,2,2
81953B,6.0,1,1
79340W,6.0,5,5
90010A,6.0,1,1
20955,6.0,1,1
72728,6.0,1,1
22475,6.0,1,1
21350,6.0,2,2
22690,6.0,4,4
85226C,6.0,1,1
23514,6.0,1,1
23513,6.0,1,1
21949,6.0,1,1
20771,6.0,1,1
72140D,6.0,1,1
22660,6.0,1,1
90025A,6.0,2,2
21930,6.0,6,6
21580,6.0,1,1
23597,6.0,1,1
84706D,6.0,2,2
21992,6.0,1,1
79315W,6.0,1,1
23160,6.0,2,2
84904,6.0,1,1
22119,6.0,4,4
90059F,6.0,1,1
90059E,6.0,1,1
90059D,6.0,1,1
90059C,6.0,1,1
90059B,6.0,1,1
90059A,6.0,1,1
22496,6.0,3,3
22495,6.0,1,1
84723,6.0,2,2
23368,6.0,2,2
23346,6.0,1,1
23338,6.0,1,1
84864A,6.0,2,2
84857B,6.0,2,2
35926,6.0,1,1
35974,6.0,1,1
90169,6.0,1,1
90168,6.0,1,1
90139,6.0,1,1
90118,6.0,1,1
90101,6.0,1,1
90098,6.0,1,1
22598,6.0,1,1
90201C,6.0,1,1
90214J,6.0,1,1
90214I,6.0,1,1
90214C,6.0,1,1
90214A,6.0,1,1
90208,6.0,1,1
90214S,6.0,1,1
90214P,6.0,1,1
DCGS0057,6.0,1,1
35599D,6.0,1,1
21523,6.0,4,4
TEST001,5.0,4,4
DCGS0069,5.0,1,1
37502,5.0,2,2
84666,5.0,1,1
23423,5.0,3,3
84824,5.0,2,2
84838,5.0,1,1
35001C,5.0,2,2
90062,5.0,4,4
90060B,5.0,2,2
90060C,5.0,2,2
45008L,5.0,1,1
44265,5.0,1,1
37490C,5.0,1,1
82069,5.0,1,1
22914,5.0,4,4
82095,5.0,1,1
21685,5.0,2,2
20765,5.0,2,2
21104,5.0,1,1
22315,5.0,2,2
37483,5.0,2,2
22794,5.0,4,4
17011D,5.0,2,2
84562B,5.0,1,1
84924D,5.0,1,1
18097B,5.0,1,1
84933D,5.0,2,2
21344,5.0,2,2
85173,5.0,1,1
20884,5.0,1,1
22472,5.0,3,3
72620A,5.0,1,1
23511,5.0,1,1
22222,5.0,3,3
84905,5.0,2,2
90011E,5.0,1,1
84897A,5.0,1,1
23178,5.0,3,3
90022,5.0,2,2
16155H,5.0,1,1
90012B,5.0,1,1
90013E,5.0,1,1
23595,5.0,1,1
23565,5.0,2,2
22188,5.0,3,3
22852,5.0,2,2
84228,5.0,2,2
37326,5.0,1,1
84708B,5.0,1,1
21408,5.0,3,3
23314,5.0,2,2
21081,5.0,1,1
35654,5.0,1,1
84327A,5.0,2,2
21461,5.0,3,3
84967B,5.0,4,4
21467,5.0,5,5
84964A,5.0,2,2
84966C,5.0,1,1
84593,5.0,1,1
15044C,5.0,4,4
79190D,5.0,1,1
21339,5.0,2,2
10124C,5.0,1,1
84006,5.0,2,2
21012,5.0,2,2
22374,5.0,4,4
79303B,5.0,1,1
79303A,5.0,1,1
23415,5.0,1,1
23460,5.0,4,4
23458,5.0,4,4
46037A,5.0,1,1
72800F,5.0,1,1
20844,4.0,1,1
21170,4.0,1,1
21494,4.0,2,2
23273,4.0,4,4
90147,4.0,2,2
84395,4.0,1,1
84819,4.0,2,2
22314,4.0,2,2
84823,4.0,2,2
23427,4.0,3,3
44276,4.0,1,1
22500,4.0,1,1
17014D,4.0,1,1
85088,4.0,2,2
44091A,4.0,2,2
21764,4.0,2,2
84288B,4.0,2,2
85025B,4.0,3,3
22515,4.0,3,3
22611,4.0,2,2
20764,4.0,1,1
35442,4.0,1,1
82081,4.0,1,1
82039C,4.0,1,1
82545A,4.0,1,1
22913,4.0,2,2
21538,4.0,3,3
37491D,4.0,1,1
DCGS0073,4.0,1,1
90204,4.0,1,1
90201A,4.0,1,1
47554,4.0,1,1
20704,4.0,1,1
20747,4.0,3,3
84873B,4.0,1,1
37438,4.0,1,1
22261,4.0,1,1
22249,4.0,1,1
22250,4.0,1,1
20766,4.0,1,1
47563A,4.0,1,1
23181,4.0,4,4
17007B,4.0,1,1
21245,4.0,1,1
22110,4.0,2,2
22108,4.0,1,1
21909,4.0,1,1
79413,4.0,1,1
23396,4.0,1,1
84707B,4.0,1,1
90024A,4.0,1,1
16207B,4.0,1,1
84582,4.0,2,2
20954,4.0,2,2
21473,4.0,3,3
84891B,4.0,1,1
23132,4.0,3,3
23153,4.0,1,1
21277,4.0,4,4
90003E,4.0,1,1
90010E,4.0,1,1
22671,4.0,3,3
84509B,4.0,1,1
22185,4.0,4,4
21628,4.0,3,3
22182,4.0,3,3
21913,4.0,3,3
21630,4.0,4,4
23566,4.0,1,1
21063,4.0,1,1
72348B,4.0,1,1
47504H,4.0,1,1
20761,4.0,1,1
84580,4.0,1,1
22764,4.0,3,3
23414,4.0,1,1
23461,4.0,1,1
23469,4.0,2,2
20763,4.0,1,1
20762,4.0,1,1
16192,4.0,1,1
72771C,4.0,1,1
21708,4.0,2,2
85148,4.0,1,1
72796C,4.0,1,1
22826,4.0,4,4
84562A,4.0,2,2
23536,4.0,1,1
21471,4.0,3,3
17178,4.0,1,1
84972L,4.0,1,1
84968C,4.0,2,2
85185C,4.0,1,1
35960,4.0,1,1
DCGS0056,4.0,1,1
10109,4.0,1,1
48195,4.0,2,2
21525,4.0,2,2
51012C,4.0,3,3
21775,4.0,2,2
21315,4.0,1,1
22559,4.0,1,1
21015,4.0,1,1
90195B,4.0,1,1
90200A,4.0,2,2
90200B,4.0,2,2
90184B,3.0,2,2
84081,3.0,2,2
82616C,3.0,1,1
20785,3.0,2,2
84810C,3.0,1,1
20690,3.0,1,1
21317,3.0,3,3
22563,3.0,2,2
84460A,3.0,1,1
20779,3.0,2,2
21338,3.0,1,1
15044A,3.0,2,2
21666,3.0,2,2
DCGS0066P,3.0,1,1
DOT,3.0,3,3
21737,3.0,1,1
21732,3.0,2,2
23403,3.0,3,3
23401,3.0,3,3
84705F,3.0,1,1
21722,3.0,2,2
85179A,3.0,1,1
21654,3.0,1,1
22365,3.0,2,2
84967A,3.0,2,2
23061,3.0,1,1
84964B,3.0,2,2
84952B,3.0,1,1
16248A,3.0,1,1
22761,3.0,2,2
23459,3.0,2,2
84600,3.0,3,3
84938,3.0,1,1
21129,3.0,2,2
23093,3.0,2,2
18098B,3.0,1,1
18096B,3.0,1,1
84931B,3.0,1,1
23122,3.0,2,2
85145,3.0,1,1
23016,3.0,1,1
23010,3.0,2,2
22999,3.0,2,2
21806,3.0,1,1
23049,3.0,2,2
21227,3.0,1,1
79331,3.0,1,1
22471,3.0,2,2
16200A,3.0,1,1
21561,3.0,3,3
79315B,3.0,1,1
84750C,3.0,1,1
47552A,3.0,2,2
20970,3.0,2,2
72484,3.0,1,1
90026D,3.0,1,1
84629,3.0,2,2
84626,3.0,1,1
84247D,3.0,1,1
35822P,3.0,1,1
84218,3.0,2,2
84621,3.0,2,2
23490,3.0,1,1
85105,3.0,1,1
90040C,3.0,1,1
21032,3.0,1,1
22259,3.0,1,1
23192,3.0,2,2
23191,3.0,2,2
23329,3.0,1,1
23323,3.0,3,3
20902,3.0,1,1
22137,3.0,2,2
71101E,3.0,1,1
70037L,3.0,1,1
79070B,3.0,1,1
85093,3.0,1,1
75132,3.0,1,1
