StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,295,627.95,30,18,4,2.08,2011-06-22 14:38:00,2011-12-02 10:32:00,9.833333333333334,0.0031865654181936352,97.98040046832683
23216,LAUREL HEART ANTIQUE GOLD,523,627.02,42,20,2,1.25,2011-06-02 09:37:00,2011-12-02 14:26:00,12.452380952380953,0.0031818460841082454,97.98358231441094
71101E,STANDING FAIRY POLE SUPPORT,777,626.13,47,37,4,0.85,2009-12-13 13:39:00,2011-11-21 12:40:00,16.53191489361702,0.003177329732134056,97.98675964414308
84993A,75 GREEN PETIT FOUR CASES,1418,625.94,171,76,5,0.42,2009-12-07 18:02:00,2011-11-21 16:24:00,8.292397660818713,0.003176365567105859,97.98993600971018
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1992,625.1999999999999,2,2,2,0.875,2010-01-14 14:53:00,2010-02-15 11:57:00,996.0,0.0031726103980486667,97.99310862010823
22263,FELT EGG COSY LADYBIRD,834,624.9,103,55,5,0.85,2009-12-07 17:56:00,2011-11-28 15:54:00,8.097087378640778,0.0031710880322146705,97.99627970814045
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,69,624.8399999999999,47,34,2,8.95,2009-12-10 15:56:00,2011-11-25 16:14:00,1.4680851063829787,0.003170783559047871,97.99945049169949
85092,CANDY SPOT TEA COSY,391,622.57,24,15,3,3.35,2010-01-11 09:37:00,2011-02-20 13:21:00,16.291666666666668,0.003159264324237298,98.00260975602373
17084N,FAIRY DREAMS INCENSE,2688,622.41,181,80,1,0.42,2009-12-07 13:48:00,2011-11-28 15:31:00,14.850828729281767,0.0031584523957925,98.00576820841952
84596J,MIXED NUTS LIGHT GREEN BOWL,810,621.74,138,56,5,1.25,2009-12-09 09:42:00,2011-05-23 09:43:00,5.869565217391305,0.0031550524454299076,98.00892326086496
23019,SMALL APOTHECARY MEASURING JAR,80,620.8000000000001,27,17,5,8.25,2011-06-21 14:00:00,2011-12-04 14:55:00,2.962962962962963,0.003150282365816719,98.01207354323078
84601A,NEW BAROQUE IVORY CUSHION COVER,254,620.64,14,12,2,2.95,2009-12-10 16:21:00,2010-07-15 13:16:00,18.142857142857142,0.0031494704373719205,98.01522301366816
22054,MINI CAKE STAND HANGING HEARTS,341,620.23,69,13,4,1.65,2009-12-08 15:49:00,2010-03-08 12:35:00,4.942028985507246,0.0031473898707321253,98.0183704035389
22391,PAPERWEIGHT HOME SWEET HOME,284,619.98,62,40,4,2.55,2010-03-30 12:27:00,2011-11-29 16:47:00,4.580645161290323,0.003146121232537128,98.02151652477143
23547,WRAP FLOWER SHOP,1475,619.5,58,19,5,0.42,2011-07-20 14:39:00,2011-12-01 10:20:00,25.43103448275862,0.003143685447202734,98.02466021021863
90200A,PURPLE SWEETHEART BRACELET,146,618.2,87,51,2,4.25,2009-12-10 09:49:00,2011-12-02 16:39:00,1.6781609195402298,0.0031370885285887493,98.02779729874722
23568,EGG CUP HENRIETTA HEN CREAM,478,618.08,43,8,3,1.25,2011-10-16 16:13:00,2011-12-02 16:39:00,11.116279069767442,0.003136479582255151,98.03093377832947
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,855,616.9000000000001,71,20,3,0.65,2009-12-09 09:51:00,2010-05-26 13:38:00,12.04225352112676,0.0031304916099747647,98.03406426993945
23471,SIX DRAWER OFFICE TIDY,65,616.79,27,10,2,9.95,2011-09-30 15:02:00,2011-12-02 17:12:00,2.4074074074074074,0.0031299334091689657,98.03719420334862
72772,SET/4 SCENTED CANDLES IN RAMEKINS,457,615.84,9,5,1,1.25,2009-12-13 13:24:00,2010-01-17 11:55:00,50.77777777777778,0.003125112584027977,98.04031931593265
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1546,615.48,79,42,2,0.42,2009-12-13 12:19:00,2011-01-26 14:51:00,19.569620253164558,0.003123285745027181,98.04344260167768
20694,FLORAL PINK MONSTER,165,614.55,53,36,5,3.75,2009-12-15 18:33:00,2011-11-22 15:41:00,3.1132075471698113,0.0031185664109417916,98.04656116808863
22043,CHRISTMAS CARD SCREEN PRINT,2185,614.21,124,39,7,0.42,2009-12-10 18:27:00,2011-12-02 13:35:00,17.620967741935484,0.0031168410629965958,98.04967800915162
20689,RETRO SISTERS EXPRESSO CUPS,429,614.1,41,20,7,5.95,2009-12-07 15:42:00,2010-07-14 16:20:00,10.463414634146341,0.0031162828621907972,98.05279429201381
90161D,ANT COPPER PINK BOUDICCA BRACELET,123,613.15,69,45,2,4.98,2009-12-09 09:42:00,2011-12-02 16:14:00,1.7826086956521738,0.0031114620370498083,98.05590575405087
47583A,SET OF 3 WICKER BASKET ROSE,71,612.8199999999999,6,4,1,24.95,2010-01-11 13:51:00,2010-02-17 16:40:00,11.833333333333334,0.003109787434632412,98.05901554148551
37351,ORANGE FLOWER MUG,5404,612.5099999999999,11,11,2,1.25,2009-12-22 15:06:00,2011-03-20 13:28:00,491.27272727272725,0.003108214323270615,98.06212375580878
23018,LARGE APOTHECARY MEASURING JAR,51,612.1600000000001,21,13,3,12.5,2011-06-26 13:56:00,2011-11-16 15:26:00,2.4285714285714284,0.00310643822979762,98.06523019403858
84858C,PINK RIVIERA HANDBAG,347,611.0699999999999,30,22,1,5.95,2009-12-18 17:24:00,2011-04-13 11:48:00,11.566666666666666,0.0031009069672674324,98.06833110100584
gift_0001_30,Dotcomgiftshop Gift Voucher Â£30.00,24,610.09,24,21,1,25.53,2009-12-23 15:30:00,2011-09-02 09:26:00,1.0,0.003095933905543044,98.07142703491138
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,479,607.77,107,49,3,2.46,2010-03-12 11:19:00,2011-12-04 13:45:00,4.4766355140186915,0.0030841609430934712,98.07451119585447
21003,ROSE DU SUD CUSHION COVER,102,607.22,61,33,4,5.79,2010-03-02 16:36:00,2011-12-01 16:22:00,1.6721311475409837,0.0030813699390644777,98.07759256579354
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,732,605.98,93,22,3,0.85,2009-12-08 12:30:00,2010-06-13 13:30:00,7.870967741935484,0.0030750774936172923,98.08066764328716
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,198,605.47,12,10,1,2.95,2009-12-18 17:06:00,2010-08-09 18:31:00,16.5,0.0030724894716994983,98.08374013275886
84859A,SILVER DISCO HANDBAG,291,605.27,57,38,3,1.95,2009-12-11 11:10:00,2011-11-25 11:20:00,5.105263157894737,0.003071474561143501,98.08681160732
16169N,WRAP BLUE RUSSIAN FOLKART,1975,605.25,54,28,7,0.42,2009-12-07 15:02:00,2010-12-06 12:06:00,36.574074074074076,0.003071373070087901,98.08988298039009
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,277,604.9300000000001,12,7,2,2.1,2009-12-07 13:48:00,2010-03-26 14:29:00,23.083333333333332,0.003069749213198305,98.09295272960328
85169D,PINK LOVE BIRD CANDLE,521,603.98,88,55,5,1.25,2009-12-14 17:57:00,2011-11-29 12:07:00,5.920454545454546,0.003064928388057316,98.09601765799134
47592A,CAROUSEL DES CHILD'S OVERALL,315,603.77,97,32,5,1.66,2009-12-08 13:08:00,2010-09-13 11:28:00,3.247422680412371,0.0030638627319735184,98.09908152072332
21416,CLAM SHELL LARGE,751,603.0600000000001,22,18,3,3.75,2009-12-13 15:17:00,2011-03-22 16:08:00,34.13636363636363,0.003060259799499727,98.10214178052281
20696,FLORAL SOFT CAR TOY,147,602.9399999999999,59,41,7,3.75,2009-12-09 10:46:00,2011-11-11 13:06:00,2.4915254237288136,0.0030596508531661277,98.10520143137597
23492,VINTAGE JINGLE BELLS WREATH,72,602.38,27,7,2,8.25,2011-10-20 10:10:00,2011-12-02 16:44:00,2.6666666666666665,0.003056809103609335,98.10825824047959
22538,MINI JIGSAW GO TO THE FAIR,1395,601.3100000000001,85,54,7,0.42,2010-03-28 13:38:00,2011-11-29 15:06:00,16.41176470588235,0.0030513793321347476,98.11130961981172
82095,HEART BUTTONS JEWELLERY BOX,100,600.91,48,33,4,4.96,2009-12-09 14:48:00,2011-07-05 16:53:00,2.0833333333333335,0.0030493495110227517,98.11435896932274
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,361,600.53,42,24,2,2.51,2009-12-11 14:39:00,2011-11-14 15:27:00,8.595238095238095,0.0030474211809663563,98.1174063905037
84876D,BLUE HEART COMPACT MIRROR,331,600.52,35,28,1,3.75,2009-12-16 17:01:00,2011-09-11 13:51:00,9.457142857142857,0.0030473704354385565,98.12045376093914
85185D,FROG SOCK PUPPET,186,600.2900000000001,63,37,4,2.95,2009-12-07 17:56:00,2011-05-25 17:12:00,2.9523809523809526,0.0030462032882991597,98.12349996422743
23180,MUM'S KITCHEN CLOCK,109,599.64,47,27,5,4.95,2011-03-04 09:46:00,2011-12-02 16:39:00,2.3191489361702127,0.003042904828992167,98.12654286905642
85146,JARDIN ETCHED GLASS SMALL BELL JAR,118,599.38,29,19,1,5.95,2010-03-26 15:32:00,2011-04-07 13:11:00,4.068965517241379,0.00304158544526937,98.1295844545017
90143,SILVER BRACELET W PASTEL FLOWER,79,599.13,41,32,1,7.5,2009-12-14 18:03:00,2011-12-01 16:22:00,1.9268292682926829,0.0030403168070743725,98.13262477130877
23453,OVAL  MINI PORTRAIT FRAME,307,598.43,45,8,4,1.95,2011-10-14 12:33:00,2011-12-02 12:36:00,6.822222222222222,0.0030367646201283805,98.1356615359289
84682,CLASSICAL ROSE DISH,295,596.94,49,32,1,2.95,2009-12-08 12:38:00,2010-09-27 13:10:00,6.020408163265306,0.0030292035364861986,98.13869073946539
23520,EMBROIDERED RIBBON REEL RUBY,166,596.8,31,10,5,3.75,2011-09-22 12:23:00,2011-12-01 16:05:00,5.354838709677419,0.003028493099097,98.14171923256448
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,131,595.1800000000001,71,43,2,3.75,2009-12-07 18:02:00,2011-11-23 15:44:00,1.8450704225352113,0.0030202723235934195,98.14473950488808
20655,QUEEN OF SKIES LUGGAGE TAG,404,594.66,185,81,4,1.25,2009-12-08 12:33:00,2011-12-04 13:32:00,2.1837837837837837,0.0030176335561478253,98.14775713844423
20849,ZINC HEART LATTICE DOUBLE PLANTER,674,593.03,24,19,2,3.75,2009-12-07 17:56:00,2010-11-21 15:56:00,28.083333333333332,0.0030093620351164443,98.15076650047935
47469,ASSORTED SHAPES PHOTO CLIP SILVER,1218,592.98,28,22,2,0.65,2010-01-19 13:09:00,2011-11-30 10:37:00,43.5,0.003009108307477445,98.15377560878683
62096A,PINK/YELLOW FLOWERS HANDBAG,383,592.79,89,38,3,1.95,2010-01-07 12:37:00,2011-02-24 14:32:00,4.303370786516854,0.003008144142449247,98.15678375292929
85168B,BLACK BAROQUE CARRIAGE CLOCK,65,592.48,48,29,2,8.47,2010-01-05 15:29:00,2011-12-02 16:39:00,1.3541666666666667,0.0030065710310874507,98.15979032396038
22092,BLUE PAISLEY TISSUE BOX,930,591.74,138,59,7,0.39,2009-12-18 14:08:00,2011-12-02 13:49:00,6.739130434782608,0.0030028158620302595,98.16279313982241
84963B,BLUE PAINTED KASHMIRI CHAIR,18,591.5,6,5,1,49.95,2010-05-19 13:32:00,2011-08-04 13:03:00,3.0,0.0030015979693630624,98.16579473779177
17181,CIRCLE OF FRIENDS CANDLE HOLDER,343,590.9599999999999,63,26,3,5.06,2009-12-07 17:56:00,2010-08-05 10:44:00,5.444444444444445,0.0029988577108618682,98.16879359550263
21322,GLASS SPHERE CANDLE STAND LARGE,301,590.45,14,4,2,6.65,2009-12-09 13:11:00,2010-01-11 14:35:00,21.5,0.0029962696889440747,98.17178986519158
84563B,BLUE & WHITE BREAKFAST TRAY,128,590.04,59,34,6,4.21,2009-12-20 13:28:00,2011-06-19 12:23:00,2.169491525423729,0.0029941891223042795,98.17478405431389
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,279,589.9,33,18,8,1.95,2009-12-15 13:12:00,2010-06-30 13:17:00,8.454545454545455,0.002993478684915081,98.1777775329988
84707B,PINK JEWELLED MIRROR TRINKET TRAY,64,589.27,48,36,3,8.47,2009-12-08 15:00:00,2011-10-19 16:16:00,1.3333333333333333,0.0029902817166636885,98.18076781471547
16236,KITTY PENCIL ERASERS,2641,589.03,252,88,7,0.21,2009-12-07 13:59:00,2011-12-04 13:15:00,10.48015873015873,0.0029890638239964914,98.18375687853947
82605,OLD DOC RUSSEL METAL SIGN,266,588.6700000000001,123,51,2,2.1,2009-12-08 14:56:00,2011-03-18 11:30:00,2.16260162601626,0.002987236984995696,98.18674411552446
20863,BLUE PATCH PENCIL CASE PINK HEART,290,588.63,47,25,4,2.1,2009-12-07 15:28:00,2010-08-15 16:00:00,6.170212765957447,0.002987034002884496,98.18973114952735
17109D,FLOWER FAIRY INCENSE BOUQUET,1251,588.17,37,28,4,1.69,2009-12-10 14:44:00,2011-04-21 12:34:00,33.810810810810814,0.002984699708605701,98.19271584923595
18094C,WHITE AND BLUE CERAMIC OIL BURNER,425,588.02,95,59,4,2.46,2009-12-09 09:42:00,2011-10-07 13:17:00,4.473684210526316,0.002983938525688703,98.19569978776164
16156N,"WRAP, FRIENDSHIP ON GREEN",1400,588.0,53,22,1,0.42,2009-12-09 15:20:00,2010-06-21 14:25:00,26.41509433962264,0.0029838370346331033,98.19868362479627
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,641,587.62,83,10,4,0.85,2009-12-07 11:47:00,2010-02-26 11:59:00,7.72289156626506,0.002981908704576708,98.20166553350086
84247G,"DECOUPAGE,GREETING CARD,",1378,587.55,105,56,8,0.42,2009-12-08 08:48:00,2011-07-14 13:41:00,13.123809523809523,0.002981553485882108,98.20464708698674
85113,POLKA DOT PISTACHIO PAIL,283,587.46,46,16,4,2.1,2009-12-08 15:49:00,2010-08-19 13:48:00,6.1521739130434785,0.0029810967761319095,98.20762818376286
84051,ASS COLOUR GLOWING TIARAS,720,585.88,57,40,4,0.85,2009-12-14 18:37:00,2011-12-02 14:26:00,12.631578947368421,0.0029730789827395283,98.2106012627456
20794,BLUE  TILE HOOK,210,583.51,46,40,3,2.55,2010-01-07 19:34:00,2011-12-02 16:39:00,4.565217391304348,0.002961052292650956,98.21356231503825
46776D,WOVEN SUNSET CUSHION COVER,135,582.91,70,40,2,4.21,2010-01-11 09:33:00,2011-11-30 15:13:00,1.9285714285714286,0.002958007560982963,98.21652032259922
85114c,RED ENCHANTED FOREST PLACEMAT,176,582.75,39,31,1,3.29,2009-12-22 15:05:00,2011-11-30 14:11:00,4.512820512820513,0.0029571956325381648,98.21947751823176
21816,CHRISTMAS TREE T-LIGHT HOLDER,388,581.68,44,23,4,1.45,2009-12-07 17:56:00,2011-11-27 13:00:00,8.818181818181818,0.002951765861063577,98.22242928409283
16012,FOOD/DRINK SPONGE STICKERS,2768,580.08,79,49,6,0.21,2009-12-13 14:01:00,2011-12-04 14:09:00,35.037974683544306,0.0029436465766155967,98.22537293066944
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,64,579.13,42,33,2,8.95,2009-12-07 18:02:00,2011-12-02 16:14:00,1.5238095238095237,0.0029388257514746073,98.22831175642091
21304,ARCHED GREY MIRROR,85,578.83,17,9,2,12.75,2009-12-08 10:41:00,2010-04-13 14:36:00,5.0,0.002937303385640611,98.23124905980654
79190B,RETRO PLASTIC POLKA TRAY,1428,578.73,128,73,4,0.42,2009-12-08 17:44:00,2011-12-02 16:07:00,11.15625,0.002936795930362612,98.23418585573691
84029C,BROWN FURRY HOT WATER BOTTLE,157,577.85,35,4,1,3.75,2009-12-07 13:48:00,2010-01-05 09:29:00,4.485714285714286,0.0029323303239162223,98.23711818606083
21173,LOO ROLL  METAL SIGN,326,576.91,69,14,3,1.65,2009-12-07 17:56:00,2010-04-01 12:07:00,4.72463768115942,0.002927560244303033,98.24004574630513
22042,CHRISTMAS CARD SINGING ANGEL,1618,576.79,119,36,8,0.42,2009-12-07 14:58:00,2011-12-04 13:32:00,13.596638655462185,0.002926951297969435,98.2429726976031
23537,WALL ART I LOVE LONDON,110,576.1800000000001,33,9,2,4.95,2011-10-03 14:52:00,2011-11-30 15:13:00,3.3333333333333335,0.002923855820773642,98.24589655342386
35922,EASTER BUNNY WREATH,97,575.99,36,23,6,4.95,2009-12-22 09:52:00,2011-04-08 11:28:00,2.6944444444444446,0.002922891655745444,98.2488194450796
23125,6PC WOOD PLATE SET DISPOSABLE,459,574.88,38,17,3,2.46,2011-06-17 14:46:00,2011-11-29 16:47:00,12.078947368421053,0.002917258902159657,98.25173670398176
85117,NIGHTINGALE COATHOOK WHITE,335,574.52,59,18,2,1.65,2009-12-07 10:21:00,2010-05-04 10:02:00,5.677966101694915,0.0029154320631588613,98.25465213604492
20935,ROUND CACTUS CANDLE,300,574.48,46,25,1,2.95,2009-12-08 15:25:00,2011-11-16 16:08:00,6.521739130434782,0.0029152290810476617,98.25756736512598
35972,DAISY FOLKART HEART DECORATION,413,573.67,85,40,1,1.25,2009-12-07 17:56:00,2011-11-06 14:56:00,4.858823529411764,0.002911118693295871,98.26047848381927
90199C,5 STRAND GLASS NECKLACE CRYSTAL,97,572.59,30,23,1,6.35,2009-12-17 13:38:00,2011-11-29 16:47:00,3.2333333333333334,0.002905638176293484,98.26338412199556
17013D,ORIGAMI ROSE INCENSE IN TUBE,1068,572.4,31,27,3,1.65,2009-12-09 09:42:00,2011-06-07 10:05:00,34.45161290322581,0.0029046740112652863,98.26628879600682
84986B,SET OF 36 SILVER PAPER DOILIES,387,572.2199999999999,68,29,4,1.45,2009-12-07 13:24:00,2010-10-13 14:03:00,5.6911764705882355,0.002903760591764888,98.26919255659858
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,135,572.08,79,52,2,4.24,2009-12-14 17:16:00,2011-12-02 16:39:00,1.7088607594936709,0.0029030501543756905,98.27209560675296
17165D,ASS COL LARGE SAND FROG P'WEIGHT,590,571.62,85,42,2,1.05,2009-12-13 12:19:00,2011-01-12 15:22:00,6.9411764705882355,0.0029007158600968955,98.27499632261305
16162L,THE KING GIFT BAG,8101,570.4300000000001,30,25,2,0.65,2009-12-09 12:45:00,2011-09-13 11:14:00,270.03333333333336,0.00289467714228871,98.27789099975534
85202,HANGING WOOD AND FELT HEART,1208,570.09,208,73,3,0.42,2009-12-14 17:57:00,2011-11-29 13:12:00,5.8076923076923075,0.0028929517943435132,98.28078395154968
21419,CONCH SHELL,1258,569.91,18,13,2,3.75,2009-12-17 15:44:00,2010-07-14 17:13:00,69.88888888888889,0.0028920383748431153,98.28367598992452
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,408,569.58,85,39,6,1.25,2009-12-07 16:40:00,2011-03-25 13:54:00,4.8,0.0028903637724257197,98.28656635369694
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,52,568.91,40,17,1,11.02,2009-12-22 15:10:00,2011-04-26 09:50:00,1.3,0.0028869638220631274,98.289453317519
84932A,SMALL GREEN PEONY FOLDING STOOL,258,568.6,22,13,7,1.95,2010-01-21 14:01:00,2010-06-14 13:31:00,11.727272727272727,0.002885390710701331,98.2923387082297
85119,WATERING CAN SINGLE HOOK PISTACHIO,413,567.48,39,26,4,1.69,2009-12-15 17:05:00,2010-12-07 15:34:00,10.58974358974359,0.002879707211587744,98.2952184154413
84924A,WAKE UP COCKEREL CALENDAR SIGN,132,567.25,61,38,3,3.75,2009-12-08 12:33:00,2011-12-02 13:49:00,2.1639344262295084,0.0028785400644483466,98.29809695550574
21223,SET/4 BADGES WOODLAND ANIMAL,478,566.94,39,17,5,1.25,2009-12-07 17:56:00,2010-04-08 11:36:00,12.256410256410257,0.0028769669530865506,98.30097392245882
20695,FLORAL BLUE MONSTER,136,565.88,57,29,4,4.25,2009-12-07 17:56:00,2011-11-17 15:08:00,2.3859649122807016,0.0028715879271397626,98.30384551038597
84675,FROG KING WATERING CAN,205,565.6700000000001,61,29,4,2.95,2009-12-14 17:16:00,2011-01-17 13:23:00,3.360655737704918,0.002870522271055966,98.30671603265702
15056p,EDWARDIAN PARASOL PINK,45,565.38,37,28,1,12.46,2010-06-24 11:38:00,2011-11-16 10:01:00,1.2162162162162162,0.0028690506507497685,98.30958508330777
20781,GOLD EAR MUFF HEADPHONES,100,564.77,58,36,4,5.49,2009-12-07 13:07:00,2011-12-01 13:08:00,1.7241379310344827,0.0028659551735539758,98.31245103848131
20838,FRENCH LATTICE CUSHION COVER,445,562.51,62,33,4,0.85,2010-02-14 11:52:00,2011-11-29 16:47:00,7.17741935483871,0.0028544866842712025,98.31530552516558
85086A,CANDY SPOT HEART DECORATION,583,561.93,150,55,4,0.85,2009-12-07 17:56:00,2011-08-12 16:30:00,3.8866666666666667,0.0028515434436588087,98.31815706860924
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1437,561.78,72,51,5,0.42,2010-02-07 14:58:00,2011-11-29 17:52:00,19.958333333333332,0.002850782260741811,98.32100785086998
85169C,EAU DE NIL LOVE BIRD CANDLE,501,560.61,68,45,4,1.25,2009-12-08 15:12:00,2011-11-28 11:18:00,7.367647058823529,0.0028448450339892246,98.32385269590397
23377,PACK OF 12 DOLLY GIRL TISSUES,1305,560.43,125,14,6,0.39,2011-09-04 12:41:00,2011-12-02 16:39:00,10.44,0.002843931614488826,98.32669662751846
23016,GLASS TWIST BON BON JAR,72,559.55,23,14,1,7.85,2011-06-16 16:57:00,2011-12-01 12:01:00,3.130434782608696,0.0028394660080424366,98.3295360935265
90010B,BLACK/WHITE GLASS/SILVER BRACELET,61,559.0899999999999,32,22,1,8.95,2009-12-14 17:57:00,2011-04-10 11:45:00,1.90625,0.002837131713763642,98.33237322524026
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,426,558.66,31,27,3,1.45,2010-03-14 11:55:00,2011-11-22 13:11:00,13.741935483870968,0.0028349496560682473,98.33520817489632
20819,SILVER TEDDY BEAR,192,556.49,58,42,8,3.75,2009-12-07 08:53:00,2011-11-30 11:17:00,3.310344827586207,0.002823937876535673,98.33803211277286
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,87,556.37,36,9,2,5.95,2009-12-07 13:49:00,2010-04-06 15:08:00,2.4166666666666665,0.002823328930202074,98.34085544170307
23069,EDWARDIAN PHOTO FRAME,88,556.21,32,21,3,6.25,2011-04-26 15:04:00,2011-12-04 13:00:00,2.75,0.0028225170017572763,98.34367795870483
85129A,"WHITE PEARL BEADED HEART, SMALL",435,555.27,71,33,3,1.25,2009-12-08 09:56:00,2010-08-29 14:30:00,6.126760563380282,0.002817746922144087,98.34649570562698
84846A,SCENTED CANDLE IN DIGITALIS TIN,245,554.95,53,36,1,2.1,2009-12-08 15:49:00,2011-10-10 14:37:00,4.622641509433962,0.0028161230652544913,98.34931182869224
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,431,554.68,74,40,7,1.25,2009-12-07 15:15:00,2011-03-22 09:30:00,5.824324324324325,0.0028147529360038935,98.35212658162824
90120D,WHITE MURANO TWIST BRACELET,134,554.13,40,28,1,4.25,2009-12-07 18:02:00,2011-02-09 13:37:00,3.35,0.0028119619319749004,98.35493854356021
85230B,CINNAMON SCENTED VOTIVE CANDLE,2096,554.0799999999999,67,45,6,0.29,2009-12-08 13:08:00,2011-11-30 08:38:00,31.28358208955224,0.0028117082043359006,98.35775025176454
35004P,SET OF 3 PINK FLYING DUCKS,104,553.82,39,16,1,5.91,2009-12-07 08:24:00,2010-12-10 13:27:00,2.6666666666666665,0.0028103888206131044,98.36056064058515
72122,COFFEE SCENT PILLAR CANDLE,555,553.65,112,62,2,0.95,2009-12-13 11:32:00,2011-12-01 16:22:00,4.955357142857143,0.0028095261466405063,98.36337016673178
22346,PARTY PIZZA DISH GREEN POLKADOT,1059,553.43,95,47,8,0.85,2009-12-07 14:34:00,2011-12-04 12:32:00,11.147368421052631,0.0028084097450289084,98.36617857647681
23565,EGG CUP MILKMAID HELGA,390,551.63,56,8,5,1.25,2011-10-16 12:19:00,2011-12-04 10:56:00,6.964285714285714,0.00279927555002493,98.36897785202683
84859C,PINK DISCO HANDBAG,303,550.77,38,25,3,1.95,2009-12-11 11:10:00,2011-11-25 11:20:00,7.973684210526316,0.00279491143463414,98.37177276346146
21881,CUTE CATS TAPE,1328,549.34,114,57,7,0.65,2009-12-08 15:49:00,2011-12-04 16:07:00,11.649122807017545,0.002787654824158757,98.37456041828563
85091,CANDY SPOT BREAD BASKETS,343,548.81,20,13,2,4.95,2009-12-14 17:16:00,2010-08-15 11:47:00,17.15,0.0027849653111853626,98.3773453835968
23549,WRAP BIRD GARDEN,1305,548.1,52,19,6,0.42,2011-07-19 11:57:00,2011-12-01 10:31:00,25.096153846153847,0.002781362378711571,98.38012674597552
22044,CHRISTMAS CARD STACK OF PRESENTS,1928,545.24,88,26,5,0.42,2009-12-07 14:58:00,2011-11-07 12:29:00,21.90909090909091,0.002766849157760805,98.38289359513328
21339,MARAKESH LANTERN LARGE,30,544.5,12,10,2,19.95,2009-12-08 11:07:00,2010-07-14 11:52:00,2.5,0.0027630939887036137,98.38565668912199
21160,KEEP OUT GIRLS DOOR HANGER,789,544.3,55,27,2,1.45,2009-12-07 13:59:00,2010-12-14 15:52:00,14.345454545454546,0.0027620790781476153,98.38841876820014
21004,ROSE DU SUD CHILDS APRON,120,544.02,61,36,4,4.25,2009-12-09 09:51:00,2010-11-05 11:17:00,1.9672131147540983,0.002760658203369219,98.39117942640351
20804,GLASS CHICKEN BUTTER DISH,310,543.88,52,15,1,3.36,2009-12-07 11:51:00,2010-07-01 10:44:00,5.961538461538462,0.0027599477659800207,98.39393937416949
23219,LAUREL STAR ANTIQUE SILVER,414,543.76,58,16,3,1.25,2011-06-02 09:04:00,2011-12-04 14:01:00,7.137931034482759,0.002759338819646422,98.39669871298914
84984B,RED PEONY CUSHION COVER,322,541.3,16,13,2,4.65,2010-01-08 16:29:00,2011-11-08 11:03:00,20.125,0.0027468554198076508,98.39944556840894
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,881,540.75,109,49,2,0.39,2009-12-08 13:04:00,2011-12-04 15:19:00,8.082568807339449,0.0027440644157786576,98.40218963282472
37444A,YELLOW BREAKFAST CUP AND SAUCER,2704,539.41,41,34,3,2.95,2009-12-07 18:02:00,2011-07-13 12:06:00,65.95121951219512,0.002737264515053473,98.40492689733976
16238,PARTY TIME PENCIL ERASERS,2370,539.34,225,84,7,0.21,2009-12-07 13:59:00,2011-12-04 13:15:00,10.533333333333333,0.002736909296358874,98.40766380663612
85027L,FRENCH CHATEAU LARGE PLATTER,190,538.5,40,25,7,1.95,2010-01-17 14:53:00,2011-04-19 15:02:00,4.75,0.0027326466720236837,98.41039645330815
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,709,536.96,69,41,3,1.25,2009-12-07 17:56:00,2011-06-23 09:14:00,10.27536231884058,0.002724831860742502,98.4131212851689
21016,LIGHT BIRD HOUSE TREE DECORATION,782,536.93,74,20,4,0.85,2009-12-07 18:02:00,2010-11-26 11:50:00,10.567567567567568,0.002724679624159102,98.41584596479306
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,78,536.24,9,6,2,5.95,2009-12-10 15:45:00,2010-03-25 11:28:00,8.666666666666666,0.0027211781827409104,98.4185671429758
21311,SET/4 BIRD MIRROR MAGNETS,700,536.24,93,51,2,2.1,2009-12-08 15:49:00,2011-12-04 15:19:00,7.526881720430108,0.0027211781827409104,98.42128832115854
16048,TEATIME ROUND PENCIL SHARPENER,3460,536.23,104,57,7,0.12,2009-12-07 18:02:00,2011-12-01 16:22:00,33.26923076923077,0.0027211274372131106,98.42400944859575
