StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,quantity_share_pct,quantity_cumulative_pct
84469,ROSE DES PADDED FLOOR CUSHION,663,2242.46,43,12,4,2.95,2009-12-11 15:40:00,2010-03-24 10:30:00,15.418604651162791,0.006130635237374868,95.76608898760358
16202A,PASTEL PINK PHOTO ALBUM,661,278.32,20,17,3,5.55,2009-12-17 12:34:00,2011-04-17 13:43:00,33.05,0.006112141616749302,95.77220112922033
35915C,PEACH KNITTED HEN,661,789.89,81,29,4,0.83,2009-12-18 10:59:00,2011-04-18 15:16:00,8.160493827160494,0.006112141616749302,95.77831327083709
20747,PICCADILLY TEA SET,660,8865.63,96,20,4,14.95,2009-12-07 14:58:00,2010-05-16 12:07:00,6.875,0.006102894806436519,95.78441616564352
22168,ORGANISER WOOD ANTIQUE WHITE,659,5475.93,312,66,10,8.5,2009-12-08 11:44:00,2011-04-12 11:58:00,2.1121794871794872,0.006093647996123737,95.79050981363964
85159B,"WHITE TEA,COFFEE,SUGAR JARS",658,1490.5,87,59,9,1.95,2010-01-13 17:51:00,2011-11-30 17:22:00,7.563218390804598,0.006084401185810955,95.79659421482546
21821,GLITTER STAR GARLAND WITH BELLS,658,2632.46,140,38,4,3.75,2009-12-07 15:28:00,2011-11-29 16:16:00,4.7,0.006084401185810955,95.80267861601128
84976,RECTANGULAR SHAPED MIRROR,658,707.62,53,37,6,1.69,2009-12-09 09:51:00,2011-12-02 16:39:00,12.415094339622641,0.006084401185810955,95.8087630171971
23055,IVORY CHANDELIER T-LIGHT HOLDER,657,1395.18,38,21,4,6.25,2011-04-19 14:56:00,2011-11-18 11:35:00,17.289473684210527,0.006075154375498172,95.81483817157259
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,657,6520.839999999999,248,87,10,9.95,2009-12-07 11:46:00,2011-12-04 12:14:00,2.649193548387097,0.006075154375498172,95.82091332594808
72487,ROSES WHITE ROUND CANDLE,657,261.59,8,2,1,0.935,2009-12-10 14:44:00,2009-12-14 18:37:00,82.125,0.006075154375498172,95.82698848032358
20931,BLUE POT PLANT CANDLE,656,2198.19,151,71,6,3.75,2009-12-07 16:40:00,2011-12-02 16:39:00,4.344370860927152,0.0060659075651853895,95.83305438788877
22324,BLUE POLKADOT KIDS BAG,655,1751.1699999999998,146,70,6,4.13,2010-01-07 12:34:00,2011-12-02 16:39:00,4.486301369863014,0.006056660754872606,95.83911104864364
37482P,CUBIC MUG PINK POLKADOT,654,858.36,80,34,5,2.55,2009-12-13 11:02:00,2011-04-13 11:48:00,8.175,0.006047413944559824,95.8451584625882
85130C,BEADED CRYSTAL HEART BLUE  LARGE,654,733.9399999999999,66,44,3,0.79,2010-01-05 13:23:00,2011-12-02 12:52:00,9.909090909090908,0.006047413944559824,95.85120587653276
22763,KEY CABINET MA CAMPAGNE,653,5311.01,130,54,6,9.95,2010-10-10 14:17:00,2011-12-02 17:12:00,5.023076923076923,0.006038167134247041,95.85724404366701
22308,TEA COSY BLUE STRIPE,651,1981.34,197,86,8,4.96,2009-12-07 17:56:00,2011-12-02 16:39:00,3.3045685279187818,0.006019673513621477,95.86326371718063
22939,APRON APPLE DELIGHT,650,3290.04,180,54,11,4.95,2010-09-26 16:06:00,2011-11-29 17:52:00,3.611111111111111,0.0060104267033086935,95.86927414388394
84800L,LARGE WHITE/PINK ROSE ART FLOWER,650,970.7900000000001,38,31,4,2.12,2010-01-19 13:09:00,2011-06-03 17:07:00,17.105263157894736,0.0060104267033086935,95.87528457058725
23052,RECYCLED ACAPULCO MAT TURQUOISE,648,5849.5599999999995,276,40,15,8.25,2011-03-04 13:58:00,2011-12-02 14:16:00,2.347826086956522,0.005991933082683128,95.88127650366994
72819,CUPID DESIGN SCENTED CANDLES,647,1103.54,84,56,7,2.55,2009-12-16 17:01:00,2011-12-04 15:28:00,7.7023809523809526,0.005982686272370346,95.88725918994231
21814,HEART T-LIGHT HOLDER,646,981.7299999999999,93,41,4,1.45,2009-12-07 18:02:00,2011-11-29 11:23:00,6.946236559139785,0.005973439462057563,95.89323262940437
20889,JARDIN DE FEMME SCENTED CANDLE,646,362.5,10,8,3,1.9000000000000001,2009-12-17 09:09:00,2010-03-26 14:29:00,64.6,0.005973439462057563,95.89920606886642
10123C,HEARTS WRAPPING TAPE,646,249.86,61,34,5,0.65,2009-12-07 18:02:00,2011-03-31 13:14:00,10.59016393442623,0.005973439462057563,95.90517950832847
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,646,781.54,50,25,4,2.95,2009-12-11 10:54:00,2010-11-17 13:53:00,12.92,0.005973439462057563,95.91115294779053
23396,LE JARDIN BOTANIQUE CUSHION COVER,644,2691.91,191,14,7,3.75,2011-09-04 12:07:00,2011-12-04 14:55:00,3.3717277486910993,0.005954945841431998,95.91710789363196
72728,ROSE SCENT CANDLES IN GLASS,643,523.15,54,23,3,0.85,2009-12-10 18:27:00,2010-08-04 14:41:00,11.907407407407407,0.005945699031119215,95.92305359266308
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,643,2332.15,176,66,8,4.25,2009-12-07 10:51:00,2011-10-26 16:43:00,3.653409090909091,0.005945699031119215,95.9289992916942
23473,WOODLAND SMALL RED FELT HEART,642,522.14,49,7,8,0.83,2011-10-20 12:24:00,2011-12-04 13:55:00,13.10204081632653,0.005936452220806433,95.934935743915
84985A,SET OF 72 GREEN PAPER DOILIES,642,1015.2299999999999,152,59,8,1.45,2009-12-08 07:43:00,2011-03-01 17:28:00,4.223684210526316,0.005936452220806433,95.94087219613581
37461,FUNKY MONKEY MUG,641,689.4699999999999,91,43,1,1.25,2009-12-07 15:15:00,2010-12-05 15:12:00,7.043956043956044,0.00592720541049365,95.9467994015463
21781,MA CAMPAGNE CUTLERY BOX,641,9870.1,354,81,8,14.95,2009-12-08 15:12:00,2011-07-10 16:18:00,1.810734463276836,0.00592720541049365,95.95272660695679
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,641,587.62,83,10,4,0.85,2009-12-07 11:47:00,2010-02-26 11:59:00,7.72289156626506,0.00592720541049365,95.95865381236727
21220,SET/4 BADGES DOGS,641,847.37,148,71,7,1.25,2009-12-07 15:42:00,2011-11-30 11:48:00,4.331081081081081,0.00592720541049365,95.96458101777776
47502,POLKADOT CUTLERY 24 PCS IN TRAY,640,6855.75,79,31,5,12.75,2009-12-09 09:42:00,2010-09-13 12:26:00,8.10126582278481,0.005917958600180868,95.97049897637794
23392,SPACEBOY ROCKET LOLLY MAKERS,640,1390.32,105,13,10,2.08,2011-09-06 10:42:00,2011-12-02 16:39:00,6.095238095238095,0.005917958600180868,95.97641693497812
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,638,891.15,154,40,2,1.25,2009-12-15 15:18:00,2010-10-12 11:34:00,4.142857142857143,0.005899464979555302,95.98231639995767
22891,TEA FOR ONE POLKADOT,634,3028.88,223,54,7,4.25,2010-10-15 08:41:00,2011-12-02 12:13:00,2.8430493273542603,0.005862477738304172,95.98817887769597
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,632,7565.5,189,75,8,12.75,2009-12-10 20:22:00,2011-11-23 12:05:00,3.3439153439153437,0.005843984117678606,95.99402286181365
21849,SILVER DIAMANTE PEN IN GIFT BOX,632,1478.56,133,60,2,4.21,2009-12-07 17:56:00,2011-12-04 14:45:00,4.7518796992481205,0.005843984117678606,95.99986684593132
23498,CLASSIC BICYCLE CLIPS,632,906.3199999999999,60,2,2,1.45,2011-11-25 10:58:00,2011-12-04 14:55:00,10.533333333333333,0.005843984117678606,96.005710830049
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,630,1017.66,85,55,3,2.55,2009-12-07 13:24:00,2011-11-28 13:37:00,7.411764705882353,0.005825490497053042,96.01153632054606
23529,WALL ART DOLLY GIRL,630,1982.0300000000002,35,9,3,3.75,2011-10-03 12:48:00,2011-11-29 16:47:00,18.0,0.005825490497053042,96.01736181104312
20615,BLUE POLKADOT PASSPORT COVER,628,1042.83,188,78,4,2.1,2009-12-07 14:58:00,2011-11-30 15:33:00,3.3404255319148937,0.005806996876427477,96.02316880791955
22853,CAT BOWL VINTAGE CREAM,628,2140.18,142,53,8,3.25,2010-10-15 11:47:00,2011-12-04 11:56:00,4.422535211267606,0.005806996876427477,96.02897580479598
22323,PINK POLKADOT KIDS BAG,625,1628.37,112,42,6,1.95,2009-12-16 11:57:00,2011-01-12 13:19:00,5.580357142857143,0.005779256445489128,96.03475506124147
21695,SMALL SILVER FLOWER CANDLE POT,625,1934.5900000000001,100,59,3,2.95,2009-12-14 10:27:00,2011-11-30 09:53:00,6.25,0.005779256445489128,96.04053431768696
35965,FOLKART HEART NAPKIN RINGS,625,1402.5600000000002,171,71,4,2.95,2009-12-07 18:02:00,2011-11-15 17:00:00,3.654970760233918,0.005779256445489128,96.04631357413245
79190D,RETRO PLASTIC DAISY TRAY,623,289.02,109,69,4,0.42,2009-12-14 14:35:00,2011-12-02 16:07:00,5.715596330275229,0.005760762824863564,96.05207433695732
35646,VINTAGE BEAD PINK EVENING BAG,623,985.96,96,37,3,2.46,2009-12-23 13:36:00,2011-12-02 16:39:00,6.489583333333333,0.005760762824863564,96.05783509978218
21851,LILAC DIAMANTE PEN IN GIFT BOX,622,1441.17,145,59,2,4.21,2009-12-08 12:34:00,2011-11-29 16:33:00,4.289655172413793,0.005751516014550781,96.06358661579674
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,621,1829.0000000000002,142,71,5,2.95,2009-12-07 15:28:00,2011-10-27 13:33:00,4.373239436619718,0.005742269204237998,96.06932888500097
85019A,ROMANTIC IMAGES NOTEBOOK SET,621,882.54,47,40,1,1.25,2010-01-05 15:55:00,2011-11-21 15:10:00,13.212765957446809,0.005742269204237998,96.0750711542052
22496,SET OF 2 ROUND TINS DUTCH CHEESE,620,1908.4,184,79,13,2.95,2010-01-29 13:46:00,2011-11-30 14:00:00,3.369565217391304,0.005733022393925215,96.08080417659913
21946,PARTY TIME DESIGN FLANNEL,619,355.39,65,40,6,0.85,2009-12-07 17:56:00,2011-11-28 11:18:00,9.523076923076923,0.005723775583612433,96.08652795218275
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,618,687.24,118,67,2,2.46,2009-12-07 17:56:00,2011-12-04 10:10:00,5.237288135593221,0.00571452877329965,96.09224248095605
85180A,RED HEARTS LIGHT CHAIN,616,1571.49,95,35,3,4.65,2009-12-09 11:52:00,2011-11-24 12:48:00,6.484210526315789,0.005696035152674085,96.09793851610873
23564,EGG CUP MILKMAID INGRID,615,791.75,65,8,5,1.25,2011-10-13 13:50:00,2011-12-02 16:39:00,9.461538461538462,0.005686788342361302,96.10362530445109
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,615,2372.21,162,79,3,4.25,2009-12-07 14:52:00,2011-10-31 14:41:00,3.7962962962962963,0.005686788342361302,96.10931209279345
22408,MONEY BOX CONFECTIONERY DESIGN,614,784.63,92,52,7,1.25,2010-03-26 13:46:00,2011-11-30 09:53:00,6.673913043478261,0.00567754153204852,96.1149896343255
21373,MIRRORED WALL ART SNOWFLAKES,614,526.99,58,29,4,0.75,2009-12-07 18:02:00,2011-12-02 09:19:00,10.586206896551724,0.00567754153204852,96.12066717585755
21222,SET/4 BADGES BEETLES,614,788.64,127,67,7,1.25,2009-12-07 13:59:00,2011-11-29 16:33:00,4.834645669291339,0.00567754153204852,96.1263447173896
21408,SPOTTY PINK DUCK DOORSTOP,614,2807.64,224,84,8,4.25,2009-12-07 14:31:00,2011-12-04 15:28:00,2.7410714285714284,0.00567754153204852,96.13202225892165
23536,WALL ART VILLAGE SHOW,612,3345.81,80,9,5,5.95,2011-10-03 13:49:00,2011-12-04 14:55:00,7.65,0.005659047911422955,96.13768130683307
22860,EASTER TIN CHICKS PINK DAISY,612,1060.85,111,22,10,1.65,2010-10-05 09:43:00,2011-11-18 14:50:00,5.513513513513513,0.005659047911422955,96.1433403547445
84509B,SET OF 4 FAIRY CAKE PLACEMATS,611,2302.11,185,85,12,3.75,2009-12-07 10:51:00,2011-11-27 15:44:00,3.3027027027027027,0.005649801101110172,96.14899015584561
72800C,4 PINK DINNER CANDLE SILVER FLOCK,611,886.13,73,48,3,2.55,2009-12-07 15:26:00,2011-11-30 10:54:00,8.36986301369863,0.005649801101110172,96.15463995694672
23403,LETTER HOLDER HOME SWEET HOME,609,2118.14,127,13,3,3.75,2011-09-05 12:00:00,2011-12-04 15:13:00,4.7952755905511815,0.005631307480484606,96.16027126442721
21205,MULTICOLOUR 3D BALLS GARLAND,609,1615.57,141,78,5,2.55,2009-12-07 13:48:00,2011-12-02 14:30:00,4.319148936170213,0.005631307480484606,96.1659025719077
84913A,SOFT PINK ROSE TOWEL,608,2211.54,266,76,6,3.36,2009-12-09 09:42:00,2011-11-07 16:16:00,2.2857142857142856,0.005622060670171824,96.17152463257787
84750B,BLACK SMALL GLASS CAKE STAND,607,1135.77,76,39,2,1.95,2009-12-09 09:42:00,2011-04-19 14:49:00,7.9868421052631575,0.005612813859859042,96.17713744643773
22056,CERAMIC PLATE LOVE HEART DESIGN,607,656.87,34,18,3,1.49,2009-12-08 12:38:00,2010-07-27 15:45:00,17.852941176470587,0.005612813859859042,96.18275026029758
85162A,SILVER RETRODISC LAMPSHADE,606,1224.32,19,12,2,1.95,2009-12-07 16:28:00,2010-06-08 12:53:00,31.894736842105264,0.005603567049546259,96.18835382734713
84684,BEACH HUT PHOTO FRAME,606,713.05,38,18,3,2.55,2009-12-14 16:11:00,2010-06-04 15:50:00,15.947368421052632,0.005603567049546259,96.19395739439668
22137,BATHROOM SET LOVE HEART DESIGN,606,1508.28,43,32,6,2.95,2009-12-14 18:03:00,2011-08-11 11:45:00,14.093023255813954,0.005603567049546259,96.19956096144622
20890,SMALL GLASS ROSE SCENTED CANDLE,605,202.62,4,4,1,2.025,2010-01-21 14:30:00,2010-04-19 10:36:00,151.25,0.005594320239233477,96.20515528168546
22701,PINK DOG BOWL,605,1233.54,143,57,4,2.95,2010-06-22 16:28:00,2011-12-04 15:19:00,4.230769230769231,0.005594320239233477,96.2107496019247
20839,FRENCH PAISLEY CUSHION COVER,604,966.62,112,46,5,2.95,2009-12-07 18:02:00,2011-12-01 14:50:00,5.392857142857143,0.0055850734289206935,96.21633467535362
84934,ASSTD DESIGN POP ART SLIM PEN,603,515.1,10,9,3,0.85,2009-12-09 11:01:00,2010-04-09 10:30:00,60.3,0.005575826618607911,96.22191050197223
10134,COLOURING PENCILS BROWN TUBE,602,692.38,49,28,4,1.25,2009-12-07 12:19:00,2010-11-12 13:43:00,12.285714285714286,0.005566579808295128,96.22747708178052
85065,CREAM SWEETHEART TRAYS,602,7322.94,249,45,5,12.75,2009-12-07 09:42:00,2010-10-29 09:57:00,2.4176706827309236,0.005566579808295128,96.23304366158881
23252,VINTAGE RED ENAMEL TRIM JUG,601,2254.11,136,26,8,3.75,2011-06-12 12:00:00,2011-12-02 13:28:00,4.419117647058823,0.005557332997982346,96.23860099458679
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,600,4999.79,180,48,6,8.29,2010-03-05 10:05:00,2011-11-08 09:29:00,3.3333333333333335,0.005548086187669564,96.24414908077446
22389,PAPERWEIGHT SAVE THE PLANET,600,1213.48,83,51,6,2.55,2010-03-30 12:27:00,2011-12-02 16:39:00,7.228915662650603,0.005548086187669564,96.24969716696214
22393,PAPERWEIGHT VINTAGE COLLAGE,600,1354.3999999999999,107,60,6,2.55,2010-03-26 13:46:00,2011-12-04 15:28:00,5.607476635514018,0.005548086187669564,96.25524525314981
22843,BISCUIT TIN VINTAGE GREEN,594,3845.2200000000003,176,53,9,6.75,2010-10-15 08:41:00,2011-11-30 08:43:00,3.375,0.005492605325792868,96.26073785847561
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,593,3018.6,281,84,14,4.25,2010-02-11 11:24:00,2011-12-02 12:59:00,2.110320284697509,0.0054833585154800855,96.26622121699108
79302M,"ART LIGHTS,FUNK MONKEY",593,1690.73,102,61,4,2.95,2009-12-08 15:49:00,2011-11-28 15:31:00,5.813725490196078,0.0054833585154800855,96.27170457550656
72755C,FLOWER FAIRY OIL BURNER SET ROSE,592,767.0,14,8,2,1.25,2009-12-22 12:01:00,2010-03-26 14:29:00,42.285714285714285,0.005474111705167302,96.27717868721173
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,591,1500.4099999999999,84,42,5,3.81,2009-12-07 14:58:00,2011-11-17 15:16:00,7.035714285714286,0.00546486489485452,96.28264355210659
17165D,ASS COL LARGE SAND FROG P'WEIGHT,590,571.62,85,42,2,1.05,2009-12-13 12:19:00,2011-01-12 15:22:00,6.9411764705882355,0.005455618084541737,96.28809917019113
22259,FELT FARM ANIMAL HEN,590,482.95,72,26,2,1.25,2010-01-24 15:14:00,2011-04-26 13:05:00,8.194444444444445,0.005455618084541737,96.29355478827567
21251,DINOSAUR HEIGHT CHART STICKER SET,590,1663.0000000000002,128,70,11,2.95,2009-12-07 13:35:00,2011-11-30 15:13:00,4.609375,0.005455618084541737,96.29901040636021
21943,CAKES AND RABBITS DESIGN FLANNEL,589,525.9,147,65,7,0.85,2009-12-07 18:02:00,2011-11-25 15:23:00,4.006802721088436,0.005446371274228955,96.30445677763444
22934,BAKING MOULD EASTER EGG WHITE CHOC,589,1707.47,78,25,7,2.95,2010-12-10 09:35:00,2011-11-11 13:06:00,7.551282051282051,0.005446371274228955,96.30990314890867
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,589,2287.8700000000003,126,46,7,2.95,2009-12-10 09:49:00,2011-12-04 15:13:00,4.674603174603175,0.005446371274228955,96.3153495201829
72799A,BLACK PILLAR CANDLE SILVER FLOCK,588,816.6,17,11,1,2.95,2009-12-09 10:48:00,2010-08-04 12:39:00,34.588235294117645,0.005437124463916172,96.32078664464682
22320,BIRDS MOBILE VINTAGE DESIGN,588,3479.34,174,79,19,5.95,2009-12-16 12:17:00,2011-12-02 13:11:00,3.3793103448275863,0.005437124463916172,96.32622376911073
84659A,WHITE TRAVEL ALARM CLOCK,587,1464.34,223,71,4,2.51,2009-12-11 12:31:00,2011-11-21 10:35:00,2.632286995515695,0.0054278776536033895,96.33165164676433
82616B,FRAPPUCINO SCARF KNITTING KIT,587,924.6,119,53,3,2.46,2009-12-07 12:26:00,2011-12-02 16:39:00,4.932773109243698,0.0054278776536033895,96.33707952441793
21065,BOOM BOX SPEAKER GIRLS,586,1373.78,106,52,3,4.255,2009-12-07 13:59:00,2011-12-02 16:39:00,5.528301886792453,0.005418630843290607,96.34249815526123
84637,KITCHEN FLOWER POTS WALL PLAQUE,585,1454.49,114,52,6,4.96,2009-12-14 18:37:00,2011-09-23 14:49:00,5.131578947368421,0.005409384032977824,96.3479075392942
20771,CHRYSANTHEMUM  JOURNAL,585,1148.1299999999999,136,65,5,2.55,2009-12-07 17:56:00,2011-11-30 17:37:00,4.301470588235294,0.005409384032977824,96.35331692332717
22471,TV DINNER TRAY AIR HOSTESS,583,2465.28,170,69,13,4.95,2010-03-11 10:26:00,2011-12-04 15:47:00,3.429411764705882,0.005390890412352259,96.35870781373953
21708,FOLDING UMBRELLA CREAM POLKADOT,583,2187.4300000000003,122,63,7,4.95,2009-12-09 09:51:00,2011-11-28 11:00:00,4.778688524590164,0.005390890412352259,96.36409870415189
85086A,CANDY SPOT HEART DECORATION,583,561.93,150,55,4,0.85,2009-12-07 17:56:00,2011-08-12 16:30:00,3.8866666666666667,0.005390890412352259,96.36948959456424
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,582,929.65,129,54,2,2.46,2009-12-07 17:56:00,2011-12-02 16:39:00,4.511627906976744,0.005381643602039477,96.37487123816628
23398,HANGING HEART BONHEUR,582,512.49,63,14,5,0.85,2011-09-04 14:08:00,2011-12-04 11:24:00,9.238095238095237,0.005381643602039477,96.38025288176831
22375,AIRLINE BAG VINTAGE JET SET BROWN,581,2914.88,278,89,9,4.25,2010-02-14 12:22:00,2011-12-02 16:39:00,2.0899280575539567,0.0053723967917266935,96.38562527856004
23091,ZINC HERB GARDEN CONTAINER,580,3656.32,209,27,4,6.25,2011-05-11 09:28:00,2011-11-10 18:04:00,2.77511961722488,0.005363149981413911,96.39098842854146
85185B,PINK HORSE SOCK PUPPET,580,1792.7500000000002,176,79,5,2.95,2009-12-07 13:59:00,2011-11-30 17:37:00,3.2954545454545454,0.005363149981413911,96.39635157852288
22822,CREAM WALL PLANTER HEART SHAPED,578,3342.9900000000002,180,49,5,5.95,2010-11-07 12:21:00,2011-11-29 16:47:00,3.2111111111111112,0.005344656360788346,96.40169623488367
22183,CAKE STAND VICTORIAN FILIGREE MED,578,3229.01,206,60,3,5.91,2009-12-09 09:44:00,2011-11-13 12:19:00,2.8058252427184467,0.005344656360788346,96.40704089124446
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,576,218.88,13,11,1,0.38,2009-12-10 14:13:00,2011-11-14 12:07:00,44.30769230769231,0.005326162740162781,96.41236705398462
22839,3 TIER CAKE TIN GREEN AND CREAM,575,8868.789999999999,256,59,10,14.95,2010-10-14 14:11:00,2011-12-01 19:42:00,2.24609375,0.005316915929849998,96.41768396991448
23559,WOODLAND BUNNIES LOLLY MAKERS,575,1291.59,110,13,10,2.08,2011-09-08 13:07:00,2011-12-02 16:39:00,5.2272727272727275,0.005316915929849998,96.42300088584433
23164,REGENCY CAKE SLICE,575,2688.77,89,29,8,4.95,2011-05-03 10:43:00,2011-12-04 15:18:00,6.46067415730337,0.005316915929849998,96.42831780177418
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,574,665.62,102,48,3,2.46,2010-03-03 11:53:00,2011-12-04 13:45:00,5.627450980392157,0.005307669119537215,96.43362547089372
20619,TROPICAL PASSPORT COVER,573,999.86,190,80,6,2.1,2009-12-07 14:58:00,2011-12-02 16:39:00,3.0157894736842104,0.005298422309224433,96.43892389320294
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,573,792.73,129,42,6,2.46,2009-12-09 09:51:00,2011-10-07 15:45:00,4.441860465116279,0.005298422309224433,96.44422231551216
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,571,2335.19,96,28,8,4.15,2011-04-28 13:35:00,2011-12-04 12:32:00,5.947916666666667,0.005279928688598868,96.44950224420076
21804,WHITE CHRISTMAS GARLAND STARS TREES,570,2131.68,133,34,2,3.75,2009-12-08 12:25:00,2011-12-02 11:28:00,4.285714285714286,0.0052706818782860855,96.45477292607904
20684,STRAWBERRY DREAM CHILDS UMBRELLA,570,1873.9,171,67,7,3.25,2009-12-08 13:58:00,2011-07-22 10:52:00,3.3333333333333335,0.0052706818782860855,96.46004360795733
21678,PAISLEY PATTERN  STICKERS,569,418.03999999999996,78,52,6,0.85,2009-12-11 15:37:00,2011-11-25 11:25:00,7.294871794871795,0.005261435067973302,96.46530504302531
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,569,1934.59,180,82,7,3.25,2009-12-09 09:42:00,2011-12-01 12:53:00,3.161111111111111,0.005261435067973302,96.47056647809329
23525,WALL ART BUFFALO BILL,568,1807.6100000000001,49,10,2,3.75,2011-10-02 15:50:00,2011-12-04 11:55:00,11.591836734693878,0.00525218825766052,96.47581866635095
23124,18PC WOODEN CUTLERY SET DISPOSABLE,567,751.38,43,15,4,1.25,2011-06-17 13:17:00,2011-11-03 15:56:00,13.186046511627907,0.005242941447347737,96.4810616077983
23515,EMBROIDERED RIBBON REEL DAISY,566,1135.8899999999999,68,11,12,2.08,2011-09-22 14:10:00,2011-12-02 14:30:00,8.323529411764707,0.005233694637034955,96.48629530243534
22317,FIVE CATS HANGING DECORATION,566,1765.69,162,75,15,2.95,2009-12-07 11:46:00,2011-11-29 11:23:00,3.493827160493827,0.005233694637034955,96.49152899707238
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,566,975.5199999999999,92,53,3,1.65,2009-12-07 11:39:00,2011-11-24 09:06:00,6.1521739130434785,0.005233694637034955,96.49676269170942
22914,BLUE COAT RACK PARIS FASHION,565,2684.23,167,50,14,4.95,2010-11-19 10:58:00,2011-12-01 09:20:00,3.3832335329341316,0.005224447826722173,96.50198713953614
23511,EMBROIDERED RIBBON REEL EMILY,565,1233.38,93,11,11,2.08,2011-09-22 12:23:00,2011-12-02 16:39:00,6.075268817204301,0.005224447826722173,96.50721158736286
84678,CLASSICAL ROSE SMALL VASE,565,1108.28,81,47,5,2.55,2009-12-08 13:59:00,2011-03-23 10:15:00,6.9753086419753085,0.005224447826722173,96.51243603518958
10120,DOGGY RUBBER,564,121.74,70,41,2,0.21,2009-12-08 15:49:00,2011-12-04 13:15:00,8.057142857142857,0.0052152010164093895,96.51765123620599
35647,VINTAGE BEAD PINK SHADE,563,748.24,74,36,1,1.25,2009-12-08 15:49:00,2011-03-11 12:29:00,7.608108108108108,0.005205954206096607,96.52285719041208
23513,EMBROIDERED RIBBON REEL SUSIE,563,1105.97,68,11,10,2.08,2011-09-22 14:18:00,2011-12-04 12:44:00,8.279411764705882,0.005205954206096607,96.52806314461817
35915B,BLUE KNITTED HEN,563,713.7299999999999,67,26,5,0.83,2009-12-18 10:59:00,2011-09-23 17:04:00,8.402985074626866,0.005205954206096607,96.53326909882426
22123,PING MICROWAVE APRON,562,1592.6,152,73,5,4.13,2009-12-10 12:44:00,2011-12-04 15:28:00,3.6973684210526314,0.005196707395783824,96.53846580622005
20622,VIPPASSPORT COVER,561,1079.26,120,66,6,2.1,2009-12-07 13:59:00,2011-12-02 16:39:00,4.675,0.005187460585471042,96.54365326680552
21194,PINK  HONEYCOMB PAPER FAN,560,733.25,91,51,8,2.1,2009-12-14 18:03:00,2011-12-01 19:24:00,6.153846153846154,0.005178213775158259,96.54883148058067
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1,1,1,1.6,2010-05-04 13:59:00,2010-05-04 13:59:00,560.0,0.005178213775158259,96.55400969435583
22894,TABLECLOTH RED APPLES DESIGN,559,5140.88,191,54,10,9.95,2010-09-24 16:50:00,2011-11-28 14:06:00,2.926701570680628,0.005168966964845477,96.55917866132067
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,558,763.8299999999999,131,58,2,1.66,2009-12-07 17:56:00,2011-11-30 15:13:00,4.259541984732825,0.0051597201545326935,96.56433838147521
35818P,"ACRYLIC JEWEL ICICLE, PINK",557,241.39,24,18,2,0.38,2010-05-14 12:00:00,2011-11-30 10:45:00,23.208333333333332,0.005150473344219911,96.56948885481943
84569A,PACK 3 IRON ON DOG PATCHES,557,691.11,107,59,10,1.25,2009-12-08 12:38:00,2011-11-24 09:26:00,5.205607476635514,0.005150473344219911,96.57463932816364
35981C,WHITE SNOW SCANDINAVIAN STOCKING,557,252.34,60,20,1,0.38,2009-12-08 11:46:00,2010-10-17 16:17:00,9.283333333333333,0.005150473344219911,96.57978980150786
21361,LOVE LARGE WOOD LETTERS,556,7361.74,286,67,7,12.75,2010-02-11 12:31:00,2011-07-22 17:21:00,1.944055944055944,0.005141226533907129,96.58493102804177
72122,COFFEE SCENT PILLAR CANDLE,555,553.65,112,62,2,0.95,2009-12-13 11:32:00,2011-12-01 16:22:00,4.955357142857143,0.005131979723594346,96.59006300776537
23152,IVORY SWEETHEART WIRE LETTER RACK,554,2080.65,159,33,4,3.75,2011-04-20 11:19:00,2011-12-04 12:52:00,3.4842767295597485,0.005122732913281564,96.59518574067864
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,554,1295.8400000000001,74,47,3,2.55,2009-12-22 14:31:00,2011-12-04 12:13:00,7.486486486486487,0.005122732913281564,96.60030847359192
