StockCode,Week,quantity,revenue,invoices
22759,2011-10-31/2011-11-06,109,220.84999999999997,15
22759,2011-11-07/2011-11-13,387,636.7099999999999,19
22759,2011-11-14/2011-11-20,246,430.97999999999996,20
22759,2011-11-21/2011-11-27,40,98.8,8
22759,2011-11-28/2011-12-04,147,213.74999999999997,3
22760,2010-10-04/2010-10-10,4,51.0,1
22760,2010-10-11/2010-10-17,11,140.25,7
22760,2010-10-18/2010-10-24,11,140.25,5
22760,2010-10-25/2010-10-31,19,220.64999999999998,6
22760,2010-11-01/2010-11-07,4,51.0,4
22760,2010-11-08/2010-11-14,12,154.94,4
22760,2010-11-15/2010-11-21,11,142.19,6
22760,2010-11-22/2010-11-28,7,89.25,5
22760,2010-11-29/2010-12-05,6,114.72,5
22760,2010-12-06/2010-12-12,1,12.75,1
22760,2010-12-13/2010-12-19,12,165.74,5
22760,2010-12-20/2010-12-26,1,25.49,1
22760,2011-01-10/2011-01-16,6,65.69999999999999,1
22760,2011-01-17/2011-01-23,23,253.64999999999998,2
22760,2011-01-24/2011-01-30,13,156.35999999999999,3
22760,2011-01-31/2011-02-06,9,128.37,4
22760,2011-02-07/2011-02-13,4,51.0,3
22760,2011-02-14/2011-02-20,1,12.75,1
22760,2011-02-21/2011-02-27,8,91.19999999999999,3
22760,2011-02-28/2011-03-06,2,25.5,2
22760,2011-03-07/2011-03-13,3,38.25,3
22760,2011-03-14/2011-03-20,6,65.69999999999999,1
22760,2011-03-28/2011-04-03,2,25.5,1
22760,2011-04-04/2011-04-10,7,113.67,4
22760,2011-04-11/2011-04-17,14,178.5,2
22760,2011-04-18/2011-04-24,4,63.21,4
22760,2011-04-25/2011-05-01,2,25.5,1
22760,2011-05-02/2011-05-08,3,38.25,2
22760,2011-05-09/2011-05-15,4,51.0,4
22760,2011-05-23/2011-05-29,18,218.7,2
22760,2011-05-30/2011-06-05,2,25.5,1
22760,2011-06-06/2011-06-12,3,50.46,3
22760,2011-06-13/2011-06-19,9,139.17000000000002,4
22760,2011-06-20/2011-06-26,1,12.75,1
22760,2011-06-27/2011-07-03,9,114.75,3
22760,2011-07-04/2011-07-10,13,165.75,2
22760,2011-07-11/2011-07-17,19,254.46,2
22760,2011-08-01/2011-08-07,9,114.75,5
22760,2011-08-08/2011-08-14,3,50.46,2
22760,2011-08-22/2011-08-28,6,76.5,3
22760,2011-09-05/2011-09-11,54,591.3,1
22761,2010-10-11/2010-10-17,1,24.95,1
22761,2010-10-18/2010-10-24,2,49.9,2
22761,2010-10-25/2010-10-31,4,87.8,1
22761,2010-11-08/2010-11-14,1,24.95,1
22761,2010-11-15/2010-11-21,2,49.9,1
22761,2010-11-22/2010-11-28,2,49.9,2
22761,2010-11-29/2010-12-05,1,24.95,1
22761,2010-12-06/2010-12-12,5,112.75,2
22761,2011-01-03/2011-01-09,1,24.95,1
22761,2011-01-10/2011-01-16,4,99.8,3
22761,2011-02-14/2011-02-20,2,49.9,2
22761,2011-02-21/2011-02-27,1,24.95,1
22761,2011-04-18/2011-04-24,2,49.9,2
22761,2011-05-16/2011-05-22,1,49.13,1
22761,2011-06-06/2011-06-12,2,49.9,2
22761,2011-06-13/2011-06-19,1,24.95,1
22761,2011-06-20/2011-06-26,3,74.85,1
22761,2011-07-04/2011-07-10,1,24.95,1
22761,2011-08-22/2011-08-28,1,24.95,1
22761,2011-09-05/2011-09-11,1,24.95,1
22761,2011-10-03/2011-10-09,1,24.95,1
22761,2011-10-10/2011-10-16,5,115.75,2
22761,2011-11-14/2011-11-20,1,24.95,1
22761,2011-11-21/2011-11-27,2,43.9,1
22761,2011-11-28/2011-12-04,1,24.95,1
22762,2010-10-04/2010-10-10,2,29.9,1
22762,2010-10-18/2010-10-24,8,119.6,6
22762,2010-10-25/2010-10-31,8,102.0,1
22762,2010-11-01/2010-11-07,1,29.79,1
22762,2010-11-08/2010-11-14,5,74.75,5
22762,2010-11-15/2010-11-21,3,44.849999999999994,3
22762,2010-11-22/2010-11-28,6,89.69999999999999,4
22762,2010-11-29/2010-12-05,1,29.79,1
22762,2010-12-06/2010-12-12,11,161.69,4
22762,2010-12-13/2010-12-19,11,161.69,4
22762,2011-01-03/2011-01-09,2,29.9,2
22762,2011-01-10/2011-01-16,5,74.75,5
22762,2011-01-17/2011-01-23,2,29.9,2
22762,2011-01-24/2011-01-30,12,190.24,5
22762,2011-01-31/2011-02-06,2,58.34,2
22762,2011-02-14/2011-02-20,3,59.07,3
22762,2011-02-28/2011-03-06,1,29.17,1
22762,2011-03-07/2011-03-13,1,14.95,1
22762,2011-03-21/2011-03-27,14,191.7,6
22762,2011-03-28/2011-04-03,3,73.29,3
22762,2011-04-04/2011-04-10,5,74.75,4
22762,2011-04-11/2011-04-17,3,44.849999999999994,2
22762,2011-04-18/2011-04-24,1,29.17,1
22762,2011-04-25/2011-05-01,2,29.9,2
22762,2011-05-02/2011-05-08,1,14.95,1
22762,2011-05-09/2011-05-15,5,74.75,3
22762,2011-05-16/2011-05-22,3,59.07,3
22762,2011-05-23/2011-05-29,1,14.95,1
22762,2011-05-30/2011-06-05,1,29.17,1
22762,2011-06-06/2011-06-12,7,147.31,6
22762,2011-06-13/2011-06-19,4,71.48,3
22762,2011-06-20/2011-06-26,5,88.97,3
22762,2011-07-04/2011-07-10,1,14.95,1
22762,2011-07-11/2011-07-17,3,44.849999999999994,3
22762,2011-07-18/2011-07-24,3,44.849999999999994,2
22762,2011-07-25/2011-07-31,3,73.29,3
22762,2011-08-01/2011-08-07,1,29.17,1
22762,2011-08-15/2011-08-21,12,161.8,4
22762,2011-08-22/2011-08-28,1,14.95,1
22762,2011-08-29/2011-09-04,1,14.95,1
22762,2011-09-12/2011-09-18,1,14.95,1
22762,2011-09-19/2011-09-25,4,59.8,4
22762,2011-09-26/2011-10-02,5,74.75,3
22762,2011-10-03/2011-10-09,1,14.95,1
22762,2011-10-10/2011-10-16,6,99.52,5
22762,2011-10-24/2011-10-30,4,59.8,3
22762,2011-10-31/2011-11-06,2,29.9,2
22762,2011-11-07/2011-11-13,2,29.9,1
22762,2011-11-21/2011-11-27,8,115.2,4
22762,2011-11-28/2011-12-04,3,44.849999999999994,2
22763,2010-10-04/2010-10-10,3,29.849999999999998,1
22763,2010-10-11/2010-10-17,425,2935.3900000000003,7
22763,2010-10-18/2010-10-24,6,70.13,4
22763,2010-10-25/2010-10-31,3,29.849999999999998,2
22763,2010-11-01/2010-11-07,4,39.8,3
22763,2010-11-08/2010-11-14,6,59.699999999999996,4
22763,2010-11-15/2010-11-21,7,69.64999999999999,4
22763,2010-11-22/2010-11-28,2,19.9,2
22763,2010-11-29/2010-12-05,2,19.9,1
22763,2010-12-06/2010-12-12,9,99.97999999999999,6
22763,2010-12-13/2010-12-19,3,50.709999999999994,3
22763,2011-01-03/2011-01-09,7,69.64999999999999,5
22763,2011-01-10/2011-01-16,3,39.86,2
22763,2011-01-17/2011-01-23,3,29.849999999999998,2
22763,2011-01-24/2011-01-30,15,131.85,3
22763,2011-01-31/2011-02-06,2,19.9,1
22763,2011-02-07/2011-02-13,1,9.95,1
22763,2011-02-21/2011-02-27,2,19.9,1
22763,2011-02-28/2011-03-06,10,99.5,4
22763,2011-03-07/2011-03-13,1,19.96,1
22763,2011-03-14/2011-03-20,1,9.95,1
22763,2011-03-21/2011-03-27,14,139.29999999999998,8
22763,2011-03-28/2011-04-03,2,19.9,1
22763,2011-04-04/2011-04-10,4,39.8,2
22763,2011-04-11/2011-04-17,2,19.9,1
22763,2011-04-18/2011-04-24,2,19.9,1
22763,2011-05-02/2011-05-08,8,79.6,1
22763,2011-05-09/2011-05-15,4,39.8,3
22763,2011-05-16/2011-05-22,2,19.9,1
22763,2011-05-23/2011-05-29,1,9.95,1
22763,2011-06-06/2011-06-12,7,69.64999999999999,4
22763,2011-06-13/2011-06-19,1,19.96,1
22763,2011-06-20/2011-06-26,5,59.76,2
22763,2011-07-04/2011-07-10,1,19.96,1
22763,2011-07-11/2011-07-17,5,49.75,3
22763,2011-07-18/2011-07-24,6,59.699999999999996,2
22763,2011-07-25/2011-07-31,2,19.9,1
22763,2011-08-08/2011-08-14,2,19.9,1
22763,2011-08-15/2011-08-21,3,29.849999999999998,2
22763,2011-08-22/2011-08-28,2,19.9,1
22763,2011-08-29/2011-09-04,8,109.63,5
22763,2011-09-05/2011-09-11,5,49.75,3
22763,2011-09-12/2011-09-18,3,29.849999999999998,2
22763,2011-09-19/2011-09-25,2,19.9,1
22763,2011-09-26/2011-10-02,2,19.9,2
22763,2011-10-03/2011-10-09,9,99.56,5
22763,2011-10-10/2011-10-16,4,34.0,1
22763,2011-10-17/2011-10-23,2,19.9,1
22763,2011-10-24/2011-10-30,4,39.8,2
22763,2011-10-31/2011-11-06,6,69.71,4
22763,2011-11-07/2011-11-13,1,9.95,1
22763,2011-11-14/2011-11-20,3,29.849999999999998,3
22763,2011-11-21/2011-11-27,10,87.9,2
22763,2011-11-28/2011-12-04,6,59.699999999999996,3
22764,2010-10-11/2010-10-17,39,686.67,3
22764,2010-10-18/2010-10-24,22,500.9,9
22764,2010-10-25/2010-10-31,5,112.75,2
22764,2010-11-01/2010-11-07,4,99.8,3
22764,2010-11-08/2010-11-14,107,1862.65,4
22764,2010-11-15/2010-11-21,1,24.95,1
22764,2011-01-24/2011-01-30,2,99.92,1
22764,2011-03-07/2011-03-13,1,24.95,1
22764,2011-03-21/2011-03-27,2,49.9,1
22765,2010-10-04/2010-10-10,1,14.95,1
22765,2010-10-11/2010-10-17,113,1177.95,8
22765,2010-10-18/2010-10-24,14,191.7,5
22765,2010-10-25/2010-10-31,5,74.75,4
22765,2010-11-01/2010-11-07,5,89.59,4
22765,2010-11-08/2010-11-14,115,1169.64,11
22765,2010-11-15/2010-11-21,7,134.32999999999998,7
22765,2010-11-22/2010-11-28,21,293.59,5
22765,2010-11-29/2010-12-05,5,74.75,5
22765,2010-12-06/2010-12-12,25,287.05,3
22766,2010-10-04/2010-10-10,12,35.400000000000006,2
22766,2010-10-11/2010-10-17,96,283.2,20
22766,2010-10-18/2010-10-24,143,421.85,25
22766,2010-10-25/2010-10-31,75,224.21,15
22766,2010-11-01/2010-11-07,161,455.75,14
22766,2010-11-08/2010-11-14,52,162.28,13
22766,2010-11-15/2010-11-21,100,295.0,19
22766,2010-11-22/2010-11-28,440,1169.52,24
22766,2010-11-29/2010-12-05,49,147.51000000000002,11
22766,2010-12-06/2010-12-12,58,209.58,15
22766,2010-12-13/2010-12-19,51,153.41000000000003,9
22766,2010-12-20/2010-12-26,14,41.300000000000004,3
22766,2011-01-03/2011-01-09,62,185.86,12
22766,2011-01-10/2011-01-16,137,368.71,12
22766,2011-01-17/2011-01-23,89,264.31,17
22766,2011-01-24/2011-01-30,88,262.44,20
22766,2011-01-31/2011-02-06,159,433.49,12
22766,2011-02-07/2011-02-13,17,50.150000000000006,5
22766,2011-02-14/2011-02-20,12,35.400000000000006,2
22766,2011-02-21/2011-02-27,64,191.64000000000001,10
22766,2011-02-28/2011-03-06,32,114.28,8
22766,2011-03-07/2011-03-13,88,243.24,9
22766,2011-03-14/2011-03-20,121,337.75,10
22766,2011-03-21/2011-03-27,17,55.83,7
22766,2011-03-28/2011-04-03,53,162.03,11
22766,2011-04-04/2011-04-10,86,253.70000000000002,14
22766,2011-04-11/2011-04-17,82,241.9,12
22766,2011-04-18/2011-04-24,53,162.03,12
22766,2011-04-25/2011-05-01,19,58.89,5
22766,2011-05-02/2011-05-08,23,67.85000000000001,6
22766,2011-05-09/2011-05-15,45,132.75,7
22766,2011-05-16/2011-05-22,33,97.35000000000001,5
22766,2011-05-23/2011-05-29,34,103.14,10
22766,2011-05-30/2011-06-05,22,70.58000000000001,6
22766,2011-06-06/2011-06-12,43,126.85000000000001,9
22766,2011-06-13/2011-06-19,34,105.98,8
22766,2011-06-20/2011-06-26,21,78.99000000000001,9
22766,2011-06-27/2011-07-03,31,91.45,6
22766,2011-07-04/2011-07-10,72,215.24,13
22766,2011-07-11/2011-07-17,51,150.45000000000002,9
22766,2011-07-18/2011-07-24,42,123.9,8
22766,2011-07-25/2011-07-31,58,173.94,10
22766,2011-08-01/2011-08-07,48,141.60000000000002,8
22766,2011-08-08/2011-08-14,17,52.99,6
22766,2011-08-15/2011-08-21,26,76.7,5
22766,2011-08-22/2011-08-28,36,106.2,6
22766,2011-08-29/2011-09-04,31,114.17,9
22766,2011-09-05/2011-09-11,139,371.65,12
22766,2011-09-12/2011-09-18,36,106.2,9
22766,2011-09-19/2011-09-25,497,1572.99,13
22766,2011-09-26/2011-10-02,85,231.54999999999998,11
22766,2011-10-03/2011-10-09,47,138.65,9
22766,2011-10-10/2011-10-16,49,153.07000000000002,12
22766,2011-10-17/2011-10-23,30,88.5,8
22766,2011-10-24/2011-10-30,57,168.15000000000003,10
22766,2011-10-31/2011-11-06,84,247.8,17
22766,2011-11-07/2011-11-13,94,263.78,12
22766,2011-11-14/2011-11-20,32,94.4,7
22766,2011-11-21/2011-11-27,62,197.10000000000002,14
22766,2011-11-28/2011-12-04,29,88.39,9
22767,2010-10-04/2010-10-10,10,99.5,3
22767,2010-10-11/2010-10-17,25,248.75,9
22767,2010-10-18/2010-10-24,45,458.17999999999995,15
22767,2010-10-25/2010-10-31,10,99.5,5
22767,2010-11-01/2010-11-07,42,394.7,11
22767,2010-11-08/2010-11-14,31,308.45,11
22767,2010-11-15/2010-11-21,31,295.68,8
22767,2010-11-22/2010-11-28,27,279.08,11
22767,2010-11-29/2010-12-05,20,230.29,9
22767,2010-12-06/2010-12-12,9,99.97999999999999,5
22767,2010-12-13/2010-12-19,2,19.9,1
22767,2011-01-03/2011-01-09,29,275.78,6
22767,2011-01-10/2011-01-16,3,40.28,2
22767,2011-01-17/2011-01-23,24,250.12,9
22767,2011-01-24/2011-01-30,21,208.95,9
22767,2011-01-31/2011-02-06,37,344.95,10
22767,2011-02-07/2011-02-13,7,79.66,3
22767,2011-02-14/2011-02-20,21,208.95,9
22767,2011-02-21/2011-02-27,4,39.8,2
22767,2011-02-28/2011-03-06,4,49.81,3
22767,2011-03-07/2011-03-13,24,215.6,5
22767,2011-03-14/2011-03-20,10,99.5,4
22767,2011-03-21/2011-03-27,15,169.26999999999998,6
22767,2011-03-28/2011-04-03,11,109.44999999999999,6
22767,2011-04-04/2011-04-10,11,109.44999999999999,4
22767,2011-04-11/2011-04-17,12,119.39999999999999,4
22767,2011-04-18/2011-04-24,6,59.699999999999996,2
22767,2011-05-02/2011-05-08,8,79.6,2
22767,2011-05-09/2011-05-15,14,139.29999999999998,3
22767,2011-05-16/2011-05-22,6,59.699999999999996,3
22767,2011-05-23/2011-05-29,10,99.5,3
22767,2011-05-30/2011-06-05,6,51.0,1
22767,2011-06-06/2011-06-12,31,308.45,9
22767,2011-06-13/2011-06-19,8,99.62,4
22767,2011-06-20/2011-06-26,2,19.9,1
22767,2011-06-27/2011-07-03,4,39.8,2
22767,2011-07-04/2011-07-10,4,39.8,1
22767,2011-07-11/2011-07-17,15,149.25,4
22767,2011-07-18/2011-07-24,9,89.55,4
22767,2011-07-25/2011-07-31,10,99.5,3
22767,2011-08-01/2011-08-07,8,79.6,3
22767,2011-08-08/2011-08-14,6,59.699999999999996,4
22767,2011-08-15/2011-08-21,12,119.39999999999999,4
22767,2011-08-22/2011-08-28,12,119.39999999999999,7
22767,2011-08-29/2011-09-04,10,99.5,5
22767,2011-09-05/2011-09-11,21,185.75,4
22767,2011-09-12/2011-09-18,22,195.70000000000002,4
22767,2011-09-19/2011-09-25,149,1017.4300000000001,5
22767,2011-09-26/2011-10-02,12,119.39999999999999,3
22767,2011-10-03/2011-10-09,9,89.55,3
22767,2011-10-10/2011-10-16,13,123.55,6
22767,2011-10-17/2011-10-23,6,59.699999999999996,2
22767,2011-10-24/2011-10-30,6,59.699999999999996,3
22767,2011-10-31/2011-11-06,41,384.75,9
22767,2011-11-07/2011-11-13,13,129.35,4
22767,2011-11-14/2011-11-20,5,49.75,3
22767,2011-11-21/2011-11-27,12,107.8,3
22767,2011-11-28/2011-12-04,10,99.5,5
22768,2010-10-04/2010-10-10,8,79.6,2
22768,2010-10-11/2010-10-17,25,248.74999999999997,10
22768,2010-10-18/2010-10-24,39,388.04999999999995,16
22768,2010-10-25/2010-10-31,17,169.14999999999998,9
22768,2010-11-01/2010-11-07,56,527.05,13
22768,2010-11-08/2010-11-14,36,335.0,10
22768,2010-11-15/2010-11-21,42,405.13,13
22768,2010-11-22/2010-11-28,54,514.1,15
22768,2010-11-29/2010-12-05,39,398.47999999999996,16
22768,2010-12-06/2010-12-12,15,180.54,9
22768,2010-12-13/2010-12-19,34,291.9,2
22768,2010-12-20/2010-12-26,6,80.56,3
22768,2011-01-03/2011-01-09,24,215.6,5
22768,2011-01-10/2011-01-16,11,119.88,5
22768,2011-01-17/2011-01-23,20,175.79999999999998,3
22768,2011-01-24/2011-01-30,11,119.46,7
22768,2011-01-31/2011-02-06,7,79.66,3
22768,2011-02-07/2011-02-13,4,39.8,2
22768,2011-02-14/2011-02-20,16,159.2,7
22768,2011-02-21/2011-02-27,3,29.849999999999998,2
22768,2011-02-28/2011-03-06,8,79.6,4
22768,2011-03-07/2011-03-13,6,59.699999999999996,4
22768,2011-03-14/2011-03-20,27,245.45,7
22768,2011-03-21/2011-03-27,7,79.66,4
22768,2011-03-28/2011-04-03,8,89.61,5
22768,2011-04-04/2011-04-10,3,29.849999999999998,2
22768,2011-04-11/2011-04-17,29,265.34999999999997,6
22768,2011-04-18/2011-04-24,2,19.9,2
22768,2011-04-25/2011-05-01,2,19.9,1
22768,2011-05-02/2011-05-08,9,89.55,3
22768,2011-05-09/2011-05-15,13,129.35,5
22768,2011-05-16/2011-05-22,26,258.7,7
22768,2011-05-23/2011-05-29,2,19.9,1
22768,2011-05-30/2011-06-05,13,121.96000000000001,2
22768,2011-06-06/2011-06-12,12,119.39999999999999,4
22768,2011-06-13/2011-06-19,6,69.71,4
22768,2011-06-20/2011-06-26,3,29.849999999999998,3
22768,2011-06-27/2011-07-03,8,79.6,4
22768,2011-07-04/2011-07-10,14,139.29999999999998,3
22768,2011-07-11/2011-07-17,5,49.75,3
22768,2011-07-18/2011-07-24,8,79.6,4
22768,2011-07-25/2011-07-31,16,159.2,7
22768,2011-08-01/2011-08-07,8,79.6,3
22768,2011-08-08/2011-08-14,3,29.849999999999998,2
22768,2011-08-15/2011-08-21,11,109.44999999999999,3
22768,2011-08-22/2011-08-28,15,149.25,9
22768,2011-08-29/2011-09-04,8,99.62,5
22768,2011-09-05/2011-09-11,19,165.85,3
22768,2011-09-12/2011-09-18,19,165.85,3
22768,2011-09-19/2011-09-25,154,1067.18,4
22768,2011-09-26/2011-10-02,11,119.46,4
22768,2011-10-03/2011-10-09,30,328.53,9
22768,2011-10-10/2011-10-16,15,149.25,8
22768,2011-10-17/2011-10-23,11,109.44999999999999,5
22768,2011-10-24/2011-10-30,14,149.31,8
22768,2011-10-31/2011-11-06,32,348.43,11
22768,2011-11-07/2011-11-13,14,159.32,9
22768,2011-11-14/2011-11-20,13,129.35,7
22768,2011-11-21/2011-11-27,36,388.22999999999996,10
22768,2011-11-28/2011-12-04,8,79.6,5
22769,2010-10-04/2010-10-10,7,162.65,3
22769,2010-10-11/2010-10-17,107,1886.7199999999998,7
22769,2010-10-18/2010-10-24,19,438.05,8
22769,2010-10-25/2010-10-31,11,250.45,4
22769,2010-11-01/2010-11-07,4,125.87,4
22769,2010-11-08/2010-11-14,6,175.77,5
22769,2010-11-15/2010-11-21,2,49.9,1
22769,2010-11-22/2010-11-28,7,200.72,5
22769,2010-11-29/2010-12-05,1,51.02,1
22769,2010-12-06/2010-12-12,5,138.82,2
22769,2010-12-13/2010-12-19,4,125.87,4
22769,2011-01-03/2011-01-09,1,51.02,1
22770,2010-10-11/2010-10-17,1,14.95,1
22770,2010-10-18/2010-10-24,2,29.9,1
22770,2010-11-01/2010-11-07,2,29.9,1
22770,2010-11-08/2010-11-14,2,29.9,1
22770,2010-11-15/2010-11-21,5,74.75,2
22770,2010-11-22/2010-11-28,5,74.75,2
22770,2010-11-29/2010-12-05,2,44.739999999999995,2
22770,2010-12-06/2010-12-12,1,14.95,1
22770,2010-12-13/2010-12-19,4,59.8,2
22770,2011-01-03/2011-01-09,2,29.9,2
22770,2011-01-24/2011-01-30,2,44.120000000000005,2
22770,2011-01-31/2011-02-06,6,103.92,4
22770,2011-02-07/2011-02-13,1,14.95,1
22770,2011-02-14/2011-02-20,2,29.9,1
22770,2011-02-21/2011-02-27,2,29.9,2
22770,2011-02-28/2011-03-06,5,74.75,2
22770,2011-03-07/2011-03-13,1,14.95,1
22770,2011-03-21/2011-03-27,1,14.95,1
22770,2011-03-28/2011-04-03,5,145.85000000000002,2
22770,2011-04-04/2011-04-10,2,29.9,2
22770,2011-04-18/2011-04-24,3,59.07,3
22770,2011-05-02/2011-05-08,3,44.849999999999994,2
22770,2011-05-09/2011-05-15,4,59.8,3
22770,2011-05-16/2011-05-22,1,14.95,1
22770,2011-06-13/2011-06-19,1,14.95,1
22770,2011-06-20/2011-06-26,4,59.8,3
22770,2011-07-04/2011-07-10,1,14.95,1
22770,2011-07-18/2011-07-24,1,14.95,1
22770,2011-07-25/2011-07-31,2,44.120000000000005,2
22770,2011-08-01/2011-08-07,4,59.8,2
22770,2011-08-22/2011-08-28,4,59.8,2
22770,2011-08-29/2011-09-04,1,14.95,1
22770,2011-09-05/2011-09-11,2,29.9,1
22770,2011-09-19/2011-09-25,8,102.0,1
22770,2011-10-03/2011-10-09,3,44.849999999999994,2
22770,2011-10-10/2011-10-16,5,74.75,3
22770,2011-10-17/2011-10-23,2,29.9,1
22770,2011-10-24/2011-10-30,1,14.95,1
22770,2011-10-31/2011-11-06,1,14.95,1
22770,2011-11-07/2011-11-13,2,29.9,2
22770,2011-11-21/2011-11-27,2,29.9,1
22770,2011-11-28/2011-12-04,4,59.8,3
22771,2010-10-11/2010-10-17,86,107.5,4
22771,2010-10-18/2010-10-24,106,137.54,11
22771,2010-10-25/2010-10-31,154,193.94,12
22771,2010-11-01/2010-11-07,116,153.82,9
22771,2010-11-08/2010-11-14,124,154.98,9
22771,2010-11-15/2010-11-21,203,255.01,11
22771,2010-11-22/2010-11-28,109,143.81,12
22771,2010-11-29/2010-12-05,182,232.54,11
22771,2010-12-06/2010-12-12,53,87.67,6
22771,2010-12-13/2010-12-19,250,248.29999999999998,6
22771,2010-12-20/2010-12-26,3,6.27,2
22771,2011-01-03/2011-01-09,62,80.02,6
22771,2011-01-10/2011-01-16,51,76.54,6
22771,2011-01-17/2011-01-23,72,90.0,5
22771,2011-01-24/2011-01-30,158,199.92000000000002,7
22771,2011-01-31/2011-02-06,115,148.59,8
22771,2011-02-07/2011-02-13,274,311.68,7
22771,2011-02-14/2011-02-20,159,229.14,11
22771,2011-02-21/2011-02-27,97,147.34,10
22771,2011-02-28/2011-03-06,130,205.0,9
22771,2011-03-07/2011-03-13,91,122.38,9
22771,2011-03-14/2011-03-20,115,183.43,7
22771,2011-03-21/2011-03-27,63,83.59,9
22771,2011-03-28/2011-04-03,250,402.34000000000003,13
22771,2011-04-04/2011-04-10,365,477.85,13
22771,2011-04-11/2011-04-17,86,108.71000000000001,10
22771,2011-04-18/2011-04-24,116,178.88,13
22771,2011-04-25/2011-05-01,34,47.620000000000005,3
22771,2011-05-02/2011-05-08,75,124.0,8
22771,2011-05-09/2011-05-15,212,309.77,16
22771,2011-05-16/2011-05-22,149,187.46,10
22771,2011-05-23/2011-05-29,47,64.8,6
22771,2011-05-30/2011-06-05,65,87.3,6
22771,2011-06-06/2011-06-12,261,300.66,9
22771,2011-06-13/2011-06-19,158,209.6,9
22771,2011-06-20/2011-06-26,161,221.82,14
22771,2011-06-27/2011-07-03,59,85.85,6
22771,2011-07-04/2011-07-10,86,119.6,7
22771,2011-07-11/2011-07-17,131,239.98000000000002,8
22771,2011-07-18/2011-07-24,122,152.4,8
22771,2011-07-25/2011-07-31,51,63.75,4
22771,2011-08-01/2011-08-07,148,189.84,8
22771,2011-08-08/2011-08-14,197,255.93,9
22771,2011-08-15/2011-08-21,100,125.0,10
22771,2011-08-22/2011-08-28,113,144.88,10
22771,2011-08-29/2011-09-04,84,125.57,7
22771,2011-09-05/2011-09-11,188,259.2,13
22771,2011-09-12/2011-09-18,169,253.6,12
22771,2011-09-19/2011-09-25,105,183.28,10
22771,2011-09-26/2011-10-02,66,88.55,7
22771,2011-10-03/2011-10-09,78,116.48,8
22771,2011-10-10/2011-10-16,259,295.74,7
22771,2011-10-17/2011-10-23,14,19.92,2
22771,2011-10-24/2011-10-30,90,112.5,6
22771,2011-10-31/2011-11-06,162,224.28,8
22771,2011-11-07/2011-11-13,206,295.6,12
22771,2011-11-14/2011-11-20,62,94.44,9
22771,2011-11-21/2011-11-27,106,170.6,8
22771,2011-11-28/2011-12-04,102,144.58,11
22772,2010-10-11/2010-10-17,26,32.5,3
22772,2010-10-18/2010-10-24,89,125.11,10
22772,2010-10-25/2010-10-31,132,181.56,11
22772,2010-11-01/2010-11-07,39,52.53,6
22772,2010-11-08/2010-11-14,98,137.62,9
22772,2010-11-15/2010-11-21,45,66.33,6
22772,2010-11-22/2010-11-28,95,127.57,11
22772,2010-11-29/2010-12-05,148,195.07999999999998,12
22772,2010-12-06/2010-12-12,39,62.61,6
22772,2010-12-13/2010-12-19,204,178.2,2
22772,2010-12-20/2010-12-26,15,21.27,3
22772,2011-01-03/2011-01-09,24,30.0,2
22772,2011-01-10/2011-01-16,42,56.82,3
22772,2011-01-17/2011-01-23,138,182.18,8
22772,2011-01-24/2011-01-30,35,52.22,7
22772,2011-01-31/2011-02-06,68,128.56,7
22772,2011-02-07/2011-02-13,279,274.37,8
22772,2011-02-14/2011-02-20,91,119.94,8
22772,2011-02-21/2011-02-27,211,236.02,3
22772,2011-02-28/2011-03-06,51,67.5,5
22772,2011-03-07/2011-03-13,94,130.0,8
22772,2011-03-14/2011-03-20,240,263.52,4
22772,2011-03-21/2011-03-27,12,24.68,2
22772,2011-03-28/2011-04-03,43,79.25,4
22772,2011-04-04/2011-04-10,76,95.0,6
22772,2011-04-11/2011-04-17,49,61.25,4
22772,2011-04-18/2011-04-24,28,61.620000000000005,4
22772,2011-04-25/2011-05-01,24,25.44,1
22772,2011-05-02/2011-05-08,15,19.96,2
22772,2011-05-09/2011-05-15,57,109.97,6
22772,2011-05-16/2011-05-22,191,252.06,7
22772,2011-05-23/2011-05-29,34,54.6,5
22772,2011-05-30/2011-06-05,80,100.0,4
22772,2011-06-06/2011-06-12,242,282.96,9
22772,2011-06-13/2011-06-19,56,71.21000000000001,5
22772,2011-06-20/2011-06-26,45,67.14,5
22772,2011-06-27/2011-07-03,75,126.42,5
22772,2011-07-04/2011-07-10,7,14.8,2
22772,2011-07-11/2011-07-17,38,47.5,4
22772,2011-07-18/2011-07-24,77,114.53999999999999,6
22772,2011-07-25/2011-07-31,54,73.55,8
22772,2011-08-01/2011-08-07,15,19.96,3
22772,2011-08-08/2011-08-14,48,68.47,9
22772,2011-08-15/2011-08-21,50,79.44,4
22772,2011-08-22/2011-08-28,12,15.0,1
22772,2011-08-29/2011-09-04,91,136.74,6
22772,2011-09-05/2011-09-11,108,149.52,8
22772,2011-09-12/2011-09-18,36,45.0,2
22772,2011-09-19/2011-09-25,62,79.92,4
22772,2011-09-26/2011-10-02,40,69.36,3
22772,2011-10-03/2011-10-09,74,133.54000000000002,4
22772,2011-10-10/2011-10-16,42,80.09,4
22772,2011-10-17/2011-10-23,53,70.33,6
22772,2011-10-24/2011-10-30,36,45.0,2
22772,2011-10-31/2011-11-06,22,65.81,3
22772,2011-11-07/2011-11-13,84,135.01,6
22772,2011-11-14/2011-11-20,49,79.47,5
